date_raw,Mississippi State Penitentiary,MSP TVC,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,SMCI TVC,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"4,648",108,"3,469",58,158,"3,282",0,"1,995","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"25,726"
28-Apr-15,"3,177",86,"2,432",24,131,"2,454",92,"1,450","1,004",52,43,49,62,41,45,48,37,39,59,78,55,178,84,44,49,41,"4,161",300,341,267,299,264,264,253,260,334,261,265,275,242,253,283,"3,983",0,"1,138",997,958,890,10,5,3,2,"19,004"
29-Apr-15,"3,176",98,"2,413",24,131,"2,456",99,"1,472","1,003",52,45,49,61,41,45,47,37,38,59,78,55,178,84,44,49,41,"4,173",300,342,269,300,266,265,255,260,341,264,266,277,235,250,283,"3,977",0,"1,136",996,956,889,9,5,2,2,"19,031"
30-Apr-15,"3,170",97,"2,407",24,129,"2,451",97,"1,485","1,016",51,44,49,61,41,45,47,37,47,59,79,58,181,82,45,49,41,"4,161",298,344,266,297,265,261,253,259,341,261,267,277,240,250,282,"3,967",0,"1,132",995,952,888,8,5,2,1,"19,012"
Avg Population,"3,159",92,"2,384",25,129,"2,417",92,"1,498","1,025",53,44,49,59,41,49,45,41,44,59,82,57,178,88,43,49,43,"4,186",299,350,274,298,260,268,254,261,332,258,269,276,245,257,284,"3,992",0,"1,146",995,956,894,9,4,3,2,"19,007"
