date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,872","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,681"
1-Apr-13,"3,371","3,347",29,"3,209","2,365","1,554",91,78,74,81,80,77,74,80,84,81,90,92,246,99,75,72,80,"4,361",298,370,280,298,278,279,275,280,336,278,279,279,255,277,299,"4,308",0,"1,120",997,"1,289",902,26,4,6,4,0,12,"22,570"
2-Apr-13,"3,369","3,360",29,"3,213","2,355","1,551",92,78,74,81,80,76,74,79,84,80,90,92,245,99,75,72,80,"4,369",298,369,281,300,280,280,275,280,336,280,279,279,255,278,299,"4,315",0,"1,123",997,"1,293",902,25,4,6,4,0,11,"22,586"
3-Apr-13,"3,377","3,341",29,"3,228","2,374","1,565",92,79,74,81,80,76,74,79,88,80,89,92,249,101,75,71,85,"4,360",298,368,279,300,279,280,274,280,336,280,279,279,252,276,300,"4,323",0,"1,122",995,"1,299",907,25,4,6,4,0,11,"22,622"
4-Apr-13,"3,374","3,329",29,"3,232","2,387","1,564",92,79,76,79,78,75,78,79,87,81,92,91,248,100,75,70,84,"4,363",298,369,278,299,280,280,274,280,336,279,279,280,252,278,301,"4,320",0,"1,122",995,"1,298",905,22,4,6,1,0,11,"22,620"
5-Apr-13,"3,369","3,325",28,"3,230","2,406","1,549",92,78,74,78,77,75,77,79,86,81,90,88,247,100,75,70,82,"4,363",296,369,280,300,279,280,274,280,335,279,280,280,252,278,301,"4,321",0,"1,125",995,"1,296",905,38,4,6,1,0,27,"22,629"
6-Apr-13,"3,366","3,322",27,"3,230","2,406","1,549",92,78,75,79,77,75,77,79,86,81,89,88,247,99,75,70,82,"4,360",296,368,280,300,279,280,274,280,334,279,280,280,251,278,301,"4,318",0,"1,122",995,"1,296",905,37,4,6,1,0,26,"22,615"
7-Apr-13,"3,365","3,321",27,"3,230","2,406","1,548",92,78,75,79,77,75,77,79,86,80,89,88,247,99,75,70,82,"4,358",296,368,279,300,279,280,273,280,334,279,280,280,251,278,301,"4,316",0,"1,121",995,"1,295",905,37,4,6,1,0,26,"22,608"
8-Apr-13,"3,368","3,326",27,"3,226","2,432","1,540",92,79,74,80,77,75,76,79,86,80,82,89,246,98,73,70,84,"4,361",296,370,280,300,280,280,274,280,334,277,280,280,251,278,301,"4,316",0,"1,121",995,"1,295",905,20,4,6,1,0,9,"22,616"
9-Apr-13,"3,382","3,333",27,"3,225","2,433","1,545",92,79,74,82,77,75,76,79,82,81,90,89,244,98,73,69,85,"4,354",296,370,280,300,280,280,274,280,280,277,279,279,299,279,301,"4,313",0,"1,122",995,"1,295",901,17,4,6,1,0,6,"22,629"
