Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"3,590","3,818",58,,"3,082","1,781","1,348",0,0,96,102,102,0,0,82,20,102,92,93,93,182,28,50,82,20,102,102,0,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"24,103"
28-Sep-16,"3,379","3,540",36,3,"2,970","1,386",971,0,0,64,82,51,0,0,48,15,70,77,90,74,152,7,26,59,13,78,65,0,"3,948",270,290,270,270,269,267,268,267,277,200,268,271,225,266,270,"3,068",0,"1,167",999,0,902,12,5,5,2,"19,313"
29-Sep-16,"3,386","3,558",36,3,"2,985","1,374",962,0,0,64,80,51,0,0,46,14,71,77,89,75,150,6,26,59,13,77,64,0,"3,945",269,293,268,270,269,267,268,269,276,199,269,269,225,265,269,"3,065",0,"1,165",999,0,901,13,5,5,3,"19,327"
,"3,386","3,520",36,27,"2,990","1,375",976,0,0,60,80,51,0,0,58,13,74,77,89,74,149,6,26,66,13,76,64,0,"3,950",269,292,268,269,268,268,268,270,278,200,267,269,225,269,270,"3,063",0,"1,166","1,000",0,897,13,5,5,3,"19,336"
30-Sep-16 Avg Population,"3,376","3,479",36,11,"2,978","1,410",996,0,0,66,82,57,0,0,56,17,70,79,87,75,155,7,25,62,12,77,68,0,"3,873",261,292,256,262,258,260,269,267,274,199,263,270,223,261,260,"3,129",0,"1,156",996,80,897,11,5,4,2,"19,299"
