Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,469",58,350,"3,282","1,973","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,710"
28-Dec-14,"3,204","2,133",34,118,"2,621","1,454","1,126",64,54,49,51,46,47,53,55,54,76,87,51,188,100,50,46,55,"4,202",298,356,266,300,255,260,254,258,330,249,270,274,277,274,281,"4,285",0,"1,159",996,"1,247",883,7,3,1,3,0,0,"19,184"
29-Dec-14,"3,205","2,187",34,120,"2,624","1,428","1,111",62,54,48,51,46,45,52,55,54,75,87,50,186,100,49,44,53,"4,177",298,357,266,299,254,259,251,255,324,247,270,273,274,273,277,"4,273",0,"1,166",996,"1,232",879,9,3,3,3,0,0,"19,168"
30-Dec-14,"3,214","2,163",34,121,"2,623","1,423","1,107",62,54,48,49,46,46,52,54,57,75,86,50,183,99,49,44,53,"4,182",298,357,266,298,261,262,251,254,319,257,268,276,273,272,270,"4,266",0,"1,165",995,"1,227",879,9,3,3,3,0,0,"19,142"
31-Dec-14,"3,209","2,170",34,123,"2,625","1,388","1,112",62,56,48,50,46,48,51,55,55,75,87,50,184,100,49,44,52,"4,188",298,357,267,301,259,262,251,254,320,258,272,275,272,273,269,"4,271",0,"1,165",998,"1,230",878,9,3,3,3,0,0,"19,129"
Avg Population,"3,164","2,204",34,93,"2,620","1,472","1,113",69,53,52,51,48,47,54,54,53,74,84,52,187,91,51,41,52,"4,203",299,361,262,299,255,263,254,257,329,251,272,272,280,269,281,"4,306",0,"1,171",996,"1,254",884,8,3,3,2,0,0,"19,217"
