Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,470","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,779"
1-Feb-10,"3,916","3,039","3,086","1,548","1,740",87,89,91,90,99,95,98,89,101,91,93,93,232,98,94,99,101,"2,725",255,242,240,240,238,241,308,241,240,241,239,"5,210",897,"1,265",900,"1,200",948,10,6,3,1,6,13,"21,293"
2-Feb-10,"3,919","3,073","3,082","1,544","1,739",87,88,91,90,98,95,98,89,102,92,93,93,231,100,92,99,101,"2,724",254,242,240,240,238,241,308,240,241,242,238,"5,207",900,"1,264",899,"1,195",949,9,6,2,1,6,16,"21,319"
3-Feb-10,"3,914","3,046","3,092","1,568","1,748",86,88,95,89,96,99,98,90,102,92,90,93,236,102,92,98,102,"2,730",253,242,241,242,237,240,309,242,242,242,240,"5,203",899,"1,263",900,"1,193",948,9,6,2,1,6,15,"21,331"
4-Feb-10,"3,918","3,053","3,095","1,572","1,742",86,88,94,89,95,100,96,91,102,92,90,93,237,102,92,97,98,"2,732",255,241,243,241,237,239,308,243,242,242,241,"5,210",899,"1,263",900,"1,200",948,9,6,2,1,6,19,"21,356"
5-Feb-10,"3,905","3,076","3,093","1,554","1,713",80,91,92,86,91,98,94,92,102,91,90,93,235,96,90,95,97,"2,732",254,240,243,242,237,241,309,243,242,240,241,"5,207",899,"1,263",899,"1,199",947,9,6,2,1,6,54,"21,349"
6-Feb-10,"3,902","3,076","3,093","1,554","1,709",80,91,92,86,90,98,94,92,102,91,90,91,234,96,90,95,97,"2,732",254,240,243,242,237,241,309,243,242,240,241,"5,203",898,"1,263",899,"1,198",945,9,6,2,1,6,55,"21,339"
7-Feb-10,"3,900","3,073","3,092","1,554","1,710",80,91,92,86,90,98,94,92,102,91,90,91,234,97,90,95,97,"2,731",254,240,243,242,237,241,308,243,242,240,241,"5,202",898,"1,263",899,"1,198",944,9,6,2,1,6,53,"21,330"
8-Feb-10,"3,888","3,082","3,083","1,561","1,759",92,95,94,94,90,98,101,93,102,91,89,90,238,101,93,97,101,"2,728",250,241,242,242,237,241,309,242,242,240,242,"5,206",899,"1,262",899,"1,200",946,9,6,2,1,6,17,"21,339"
9-Feb-10,"3,877","3,131","3,091","1,514","1,750",92,95,95,93,89,99,100,93,102,90,90,90,236,99,93,92,102,"2,730",251,242,242,242,237,241,309,242,242,240,242,"5,207",899,"1,260",899,"1,200",949,9,6,2,1,6,19,"21,334"
