date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,503","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,737"
19-Jul-09,"3,960","3,208","3,023","1,519","1,633",82,85,86,87,83,92,87,89,94,82,80,69,247,96,88,94,92,"2,911",278,265,265,250,258,269,266,266,264,266,264,"5,493",954,"1,360",982,"1,221",976,10,5,4,1,6,28,"21,791"
20-Jul-09,"3,960","3,221","3,009","1,502","1,653",83,85,87,86,81,92,93,88,96,83,83,75,246,95,89,92,99,"2,902",277,265,265,250,255,266,264,266,264,266,264,"5,487",955,"1,358",980,"1,221",973,10,5,4,1,6,6,"21,756"
21-Jul-09,"3,946","3,262","3,011","1,507","1,651",82,85,86,86,80,91,98,88,94,84,84,74,244,96,89,91,99,"2,902",279,265,265,249,252,265,264,266,266,265,266,"5,496",955,"1,360",983,"1,222",976,10,5,4,1,6,4,"21,795"
22-Jul-09,"3,940","3,212","3,047","1,500","1,640",81,85,85,86,80,90,98,87,94,81,84,74,241,96,88,89,101,"2,909",278,266,265,249,260,265,266,266,264,265,265,"5,493",952,"1,362",983,"1,221",975,9,5,3,1,6,7,"21,763"
23-Jul-09,"3,924","3,209","3,043","1,502","1,653",81,85,85,84,81,90,100,87,95,88,84,75,248,96,86,87,101,"2,905",277,265,264,250,255,266,266,266,266,265,265,"5,497",951,"1,358",983,"1,228",977,9,5,3,1,6,8,"21,756"
24-Jul-09,"3,925","3,235","3,021","1,512","1,653",79,83,84,84,89,92,97,86,93,86,85,73,249,95,88,90,100,"2,899",278,265,262,250,257,265,267,262,263,264,266,"5,502",957,"1,357",984,"1,227",977,9,5,3,1,6,29,"21,791"
25-Jul-09,"3,924","3,237","3,018","1,512","1,654",79,83,84,84,89,92,97,86,93,86,86,73,249,95,88,90,100,"2,891",278,265,260,249,256,265,266,261,261,264,266,"5,496",957,"1,356",983,"1,226",974,9,5,3,1,6,28,"21,775"
26-Jul-09,"3,919","3,236","3,019","1,512","1,654",79,83,84,84,89,91,97,86,93,87,86,73,249,95,88,90,100,"2,891",278,265,260,249,256,265,266,261,261,264,266,"5,495",957,"1,355",983,"1,226",974,9,5,3,1,6,30,"21,771"
27-Jul-09,"3,920","3,215","3,012","1,509","1,685",81,85,85,90,89,96,97,86,98,91,86,68,249,99,87,97,101,"2,895",278,266,260,250,253,265,266,265,261,265,266,"5,498",956,"1,359",982,"1,225",976,9,5,3,1,6,9,"21,758"
