date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,872","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,681"
10-Apr-13,"3,382","3,253",28,"3,223","2,390","1,529",91,76,76,81,78,76,74,79,84,80,90,84,233,96,73,68,90,"4,431",300,369,279,300,280,280,274,279,353,282,280,279,298,279,299,"4,314",0,"1,121",997,"1,291",905,17,4,6,1,0,6,"22,567"
11-Apr-13,"3,386","3,287",23,"3,223","2,373","1,530",89,76,75,80,78,79,74,78,84,79,90,89,235,98,73,69,84,"4,426",300,368,279,300,280,280,274,279,355,275,279,280,298,280,299,"4,318",0,"1,123",997,"1,293",905,18,4,6,1,0,7,"22,584"
12-Apr-13,"3,374","3,286",22,"3,224","2,397","1,535",91,74,77,78,79,77,74,76,89,79,88,88,235,95,83,69,83,"4,428",300,368,279,300,279,280,274,280,354,277,279,280,298,280,300,"4,324",0,"1,125",999,"1,295",905,27,4,6,1,0,16,"22,617"
13-Apr-13,"3,371","3,284",25,"3,220","2,397","1,534",91,74,77,78,79,77,74,75,89,79,88,88,235,95,83,69,83,"4,425",300,368,278,299,279,280,274,280,353,277,279,280,298,280,300,"4,322",0,"1,124",998,"1,295",905,28,4,6,1,0,17,"22,606"
14-Apr-13,"3,368","3,283",26,"3,223","2,397","1,527",91,74,77,76,79,75,74,75,89,79,88,88,233,95,82,69,83,"4,422",300,368,278,299,278,280,274,280,353,277,279,280,297,280,299,"4,321",0,"1,124",998,"1,295",904,28,4,6,1,0,17,"22,593"
15-Apr-13,"3,361","3,311",26,"3,225","2,400","1,527",91,74,78,75,80,74,74,76,89,79,87,88,231,96,82,70,83,"4,426",300,367,279,299,279,279,274,280,354,279,280,280,297,280,299,"4,322",0,"1,124",998,"1,297",903,22,4,4,4,0,10,"22,620"
16-Apr-13,"3,380","3,318",27,"3,223","2,381","1,524",92,73,76,74,81,73,74,76,89,79,86,86,237,96,82,68,82,"4,425",300,367,280,298,279,280,274,280,354,280,280,280,295,279,299,"4,322",0,"1,126",998,"1,298",900,21,3,4,4,0,10,"22,621"
17-Apr-13,"3,382","3,340",27,"3,231","2,365","1,536",92,73,76,80,82,74,73,76,89,79,91,84,237,97,82,69,82,"4,426",300,370,280,298,279,280,274,279,352,280,280,280,294,281,299,"4,317",0,"1,122",997,"1,300",898,22,3,4,4,0,11,"22,646"
18-Apr-13,"3,378","3,348",28,"3,236","2,347","1,551",92,73,75,80,82,75,78,81,91,78,93,84,237,97,82,71,82,"4,419",298,370,280,300,278,280,274,279,349,279,277,280,294,281,300,"4,303",0,"1,116",996,"1,296",895,20,3,4,4,0,9,"22,640"
