date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665",42,"3,282","1,905","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,611"
10-Jan-14,"3,334","3,259",39,"3,195","2,031","1,258",89,62,52,67,66,62,59,59,62,68,90,85,207,80,65,45,40,"4,391",292,366,276,298,275,280,272,277,353,277,280,277,297,275,296,"4,365",0,"1,193",993,"1,285",894,11,4,3,4,0,0,"21,883"
11-Jan-14,"3,334","3,255",39,"3,192","2,052","1,255",89,62,52,67,66,62,59,58,62,68,90,85,206,80,64,45,40,"4,368",292,366,276,298,274,280,272,277,353,277,280,277,275,275,296,"4,363",0,"1,192",992,"1,285",894,11,4,3,4,0,0,"21,869"
12-Jan-14,"3,332","3,251",39,"3,189","2,031","1,254",89,62,52,66,66,62,59,58,62,68,90,85,206,80,64,45,40,"4,387",292,366,276,297,273,280,272,277,353,277,280,277,296,275,296,"4,362",0,"1,192",992,"1,284",894,11,4,3,4,0,0,"21,856"
13-Jan-14,"3,332","3,231",39,"3,178","2,063","1,277",89,62,53,67,72,66,62,57,60,76,89,85,209,80,61,47,42,"4,356",289,362,275,297,270,275,272,275,353,273,280,276,292,275,292,"4,355",0,"1,191",990,"1,281",893,11,4,3,4,0,0,"21,842"
14-Jan-14,"3,330","3,221",39,"3,178","2,140","1,266",89,62,53,66,72,65,61,57,59,76,87,85,208,80,58,46,42,"4,277",289,361,275,296,270,274,272,272,351,271,280,272,292,273,229,"4,351",0,"1,191",990,"1,279",891,11,4,3,4,0,0,"21,813"
15-Jan-14,"3,328","3,214",39,"3,177","2,107","1,261",89,62,53,66,71,65,60,56,59,76,87,84,207,82,58,44,42,"4,333",289,360,275,296,268,274,272,272,351,270,280,272,292,273,289,"4,349",0,"1,190",989,"1,279",891,11,4,3,4,0,0,"21,819"
16-Jan-14,"3,325","3,218",38,"3,195","2,153","1,233",89,62,57,38,70,66,60,56,58,76,87,84,205,82,58,43,42,"4,325",289,359,274,296,266,274,272,272,351,270,280,272,292,269,289,"4,347",0,"1,190",989,"1,278",890,11,4,3,4,0,0,"21,845"
17-Jan-14,"3,324","3,212",38,"3,191","2,205","1,199",88,61,56,38,66,61,57,53,58,76,86,81,198,82,57,40,41,"4,314",287,358,273,295,265,274,272,271,351,270,280,272,291,266,289,"4,338",0,"1,188",987,"1,274",889,10,4,3,3,0,0,"21,831"
18-Jan-14,"3,320","3,209",38,"3,187","2,205","1,196",88,61,56,38,66,61,57,51,58,76,85,81,198,82,57,40,41,"4,313",286,358,273,295,265,274,272,271,351,270,280,272,291,266,289,"4,337",0,"1,187",987,"1,274",889,10,4,3,3,0,0,"21,815"
