date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,131",58,0,"3,082","1,793","1,372",0,0,124,324,96,102,102,0,0,0,0,62,58,93,93,178,28,50,0,0,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"5,472",472,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,179"
1-Mar-19,"3,276","3,636",34,0,"2,655","1,395","1,069",0,0,79,311,60,75,53,0,0,0,0,68,46,69,59,159,16,21,0,0,0,53,0,"4,221",301,293,274,309,334,269,273,281,346,263,280,275,169,267,287,"3,128",0,"1,193","1,000",0,935,7,0,4,3,31,7,18,6,0,0,"19,452"
2-Mar-19,"3,276","3,635",35,0,"2,654","1,395","1,067",0,0,79,310,60,75,53,0,0,0,0,67,46,69,59,159,16,21,0,0,0,53,0,"4,218",301,293,274,308,334,268,273,280,346,263,280,275,169,267,287,"3,128",0,"1,193","1,000",0,935,7,0,4,3,31,7,18,6,0,0,"19,446"
3-Mar-19,"3,275","3,637",35,0,"2,655","1,395","1,065",0,0,79,308,60,75,53,0,0,0,0,67,46,69,59,159,16,21,0,0,0,53,0,"4,217",301,293,274,308,334,268,273,280,346,263,280,275,169,267,286,"3,128",0,"1,193","1,000",0,935,7,0,4,3,31,7,18,6,0,0,"19,445"
4-Mar-19,"3,270","3,662",35,0,"2,658","1,416","1,083",0,0,81,318,60,75,53,0,0,0,0,69,46,70,59,162,15,21,0,0,0,54,0,"4,199",301,293,276,308,334,257,272,278,343,263,279,274,169,267,285,"3,127",0,"1,194","1,000",0,933,7,0,4,3,30,6,18,6,0,0,"19,487"
5-Mar-19,"3,266","3,677",36,0,"2,658","1,403","1,079",0,0,81,308,60,73,53,0,0,0,0,68,49,70,64,163,15,21,0,0,0,54,0,"4,199",301,293,276,308,334,257,272,278,343,263,279,274,169,267,285,"3,127",0,"1,194","1,000",0,933,7,0,4,3,33,6,21,6,0,0,"19,485"
6-Mar-19,"3,272","3,645",35,0,"2,659","1,407","1,080",0,0,80,308,59,75,55,0,0,0,0,68,49,71,63,163,14,16,0,0,0,59,0,"4,209",298,291,274,308,333,272,272,278,341,266,279,273,174,267,283,"3,139",0,"1,212",997,0,930,7,0,4,3,33,6,21,6,0,0,"19,486"
7-Mar-19,"3,267","3,664",35,0,"2,660","1,420","1,087",0,0,81,312,59,75,54,0,0,0,0,69,49,73,63,163,14,16,0,0,0,59,0,"4,206",298,292,273,308,333,271,272,278,341,266,279,273,174,266,282,"3,133",0,"1,207",997,0,929,7,0,4,3,35,8,21,6,0,0,"19,514"
8-Mar-19,"3,276","3,772",35,0,"2,650","1,384","1,097",0,0,81,310,57,75,54,0,0,0,0,68,52,72,63,156,14,36,0,0,0,59,0,"4,222",298,292,273,309,342,271,272,278,341,266,279,280,174,266,281,"3,133",0,"1,205","1,000",0,928,7,0,4,3,33,8,19,6,0,0,"19,609"
9-Mar-19,"3,276","3,670",34,0,"2,650","1,384","1,094",0,0,80,308,57,75,54,0,0,0,0,68,52,72,63,156,14,36,0,0,0,59,0,"4,221",298,292,273,309,342,271,272,278,341,266,279,280,174,265,281,"3,133",0,"1,205","1,000",0,928,7,0,4,3,33,8,19,6,0,0,"19,502"
10-Mar-19,"3,276","3,669",34,0,"2,652","1,384","1,083",0,0,80,302,57,75,54,0,0,0,0,68,52,72,59,156,14,35,0,0,0,59,0,"4,218",298,292,273,309,340,270,272,278,341,266,279,280,174,265,281,"3,133",0,"1,205","1,000",0,928,7,0,4,3,0,8,19,6,0,0,"19,456"
11-Mar-19,"3,270","3,697",34,0,"2,657","1,204","1,088",0,0,79,304,57,75,54,0,0,0,0,68,52,72,60,162,14,33,0,0,0,58,0,"4,206",298,291,271,309,338,268,272,277,340,266,279,279,173,264,281,"3,129",0,"1,204",998,0,927,7,0,4,3,33,8,19,6,0,0,"19,325"
12-Mar-19,"3,264","3,631",33,0,"2,648","1,422","1,079",0,0,79,303,55,74,56,0,0,0,0,69,51,69,60,160,13,32,0,0,0,58,0,"4,240",297,290,270,311,337,268,269,279,348,276,279,279,170,277,290,"3,141",0,"1,218",997,0,926,7,0,4,3,36,11,19,6,0,0,"19,501"
13-Mar-19,"3,271","3,631",31,0,"2,640","1,409","1,086",0,0,79,313,55,74,55,0,0,0,0,69,50,69,59,161,13,31,0,0,0,58,0,"4,260",299,292,269,311,340,268,274,278,352,280,277,279,170,281,290,"3,159",0,"1,233","1,000",0,926,7,0,4,3,38,12,20,6,0,0,"19,532"
