18-Jul-17,3362,"3,400",30,11,"3,016","1,205",870,0,0,62,80,61,0,0,59,14,62,49,79,47,170,8,15,49,10,52,53,0,"3,813",240,292,248,270,273,221,273,274,342,197,224,262,237,221,239,"3,063",0,"1,173",997,0,893,15,6,6,3,42,1,34,5,0,2,"18,827",18-Jul-17
19-Jul-17,3374,"3,386",30,11,"3,012","1,208",867,0,0,61,81,60,0,0,58,14,62,49,81,47,169,8,13,49,10,52,53,0,"3,828",239,291,249,270,274,221,273,278,350,200,223,262,237,223,238,"3,066",0,"1,174","1,002",0,890,15,6,6,3,42,1,34,5,0,2,"18,839",19-Jul-17
20-Jul-17,3368,"3,413",30,11,"3,014","1,192",864,0,0,60,81,60,0,0,57,14,62,49,81,47,169,8,13,49,9,52,53,0,"3,827",239,293,249,270,273,224,273,278,349,198,223,262,237,223,236,"3,065",0,"1,169","1,002",0,894,14,6,6,2,40,0,33,5,0,2,"18,838",20-Jul-17
21-Jul-17,3380,"3,347",30,11,"3,016","1,192",885,0,0,62,77,62,0,0,69,14,60,46,75,45,165,8,15,61,19,57,50,0,"3,828",239,291,247,270,273,224,273,277,352,199,223,262,236,224,238,"3,063",0,"1,167","1,002",0,894,14,6,6,2,40,0,33,5,0,2,"18,806",21-Jul-17
22-Jul-17,3379,"3,347",30,11,"3,014","1,192",890,0,0,62,77,62,0,0,68,14,60,46,75,44,165,8,15,68,19,57,50,0,"3,827",239,291,247,270,273,224,273,277,352,199,222,262,236,224,238,"3,061",0,"1,165","1,002",0,894,14,6,6,2,39,0,33,5,0,1,"18,804",22-Jul-17
23-Jul-17,3379,"3,347",30,11,"3,015","1,192",883,0,0,62,77,62,0,0,68,14,60,46,75,44,165,8,15,61,19,57,50,0,"3,823",238,291,247,270,273,224,273,277,352,199,222,261,235,224,237,"3,061",0,"1,165","1,002",0,894,14,6,6,2,39,0,33,5,0,1,"18,794",23-Jul-17
24-Jul-17,3379,"3,377",30,11,"3,037","1,192",884,0,0,62,80,62,0,0,68,14,60,45,76,44,162,8,15,59,19,59,51,0,"3,815",238,294,245,270,273,224,273,274,350,199,222,261,233,223,236,"3,062",0,"1,166","1,001",0,895,14,6,6,2,39,0,33,5,0,1,"18,840",24-Jul-17
25-Jul-17,"3,389","3,383",30,11,"3,034","1,194",883,0,0,62,79,62,0,0,62,16,60,45,76,44,162,8,15,56,19,60,57,0,"3,816",238,293,246,270,273,222,273,279,348,199,224,261,232,222,236,"3,062",0,"1,166","1,001",0,895,14,6,6,2,39,1,33,4,0,1,"18,855",25-Jul-17
26-Jul-17,"3,379","3,380",30,11,"3,041","1,185",881,0,0,62,79,62,0,0,60,16,59,45,77,46,160,8,15,57,19,59,57,0,"3,812",239,292,246,270,272,221,273,279,348,199,224,260,232,221,236,"3,068",0,"1,173","1,000",0,895,14,6,6,2,39,1,33,4,0,1,"18,840",26-Jul-17
27-Jul-17,"3,376","3,383",30,11,"3,040","1,196",878,0,0,61,79,62,0,0,58,16,59,46,76,48,160,8,14,57,18,59,57,0,"3,815",240,294,251,269,275,220,272,277,347,197,223,262,232,220,236,"3,067",0,"1,172",999,0,896,12,6,4,2,39,1,33,4,0,1,"18,847",27-Jul-17
28-Jul-17,"3,366","3,349",30,9,"3,039","1,235",864,0,0,58,76,60,0,0,62,16,60,43,76,45,152,8,16,60,18,59,55,0,"3,819",240,294,251,269,274,220,271,277,351,200,222,261,230,224,235,"3,061",0,"1,169","1,000",0,892,12,6,4,2,37,1,31,4,0,1,"18,821",28-Jul-17
29-Jul-17,"3,365","3,350",30,9,"3,036","1,235",862,0,0,58,76,60,0,0,61,16,60,43,76,45,152,8,16,59,18,59,55,0,"3,819",240,294,251,269,274,220,271,277,351,200,222,261,230,224,235,"3,061",0,"1,169","1,000",0,892,12,6,4,2,37,1,31,4,0,1,"18,816",29-Jul-17
30-Jul-17,"3,364","3,350",30,9,"3,035","1,235",861,0,0,58,76,60,0,0,60,16,60,43,76,45,152,8,16,59,18,59,55,0,"3,819",240,294,251,269,274,220,271,277,351,200,222,261,230,224,235,"3,061",0,"1,169","1,000",0,892,12,6,4,2,37,1,31,4,0,1,"18,813",30-Jul-17
31-Jul-17,"3,370","3,327",31,10,"3,033","1,264",888,0,0,61,77,62,0,0,61,16,60,46,76,46,171,10,15,57,17,59,54,0,"3,822",240,294,256,272,270,223,271,275,350,200,222,260,230,223,236,"3,060",0,"1,168","1,000",0,892,12,6,4,2,36,1,31,4,0,0,"18,853",31-Jul-17
Avg Population,"3,366","3,382",31,10,"3,011","1,225",873,0,0,63,77,63,0,0,59,14,58,48,79,48,166,8,17,54,13,54,53,0,3804,239,292,244,273,257,222,273,278,350,198,223,262,233,222,238,"3,058",0,"1,169","1,000",0,889,14,5,6,3,42,2,33,6,0,2,"18,816",Avg Population
