Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,487","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,796"
19-Sep-09,"3,937","3,275","2,711","1,577","1,454",55,67,70,72,75,84,80,66,84,73,85,82,235,85,74,77,90,"3,006",280,267,265,265,260,267,341,264,265,266,266,"5,529",952,"1,363",983,"1,255",976,9,4,3,2,6,39,"21,543"
20-Sep-09,"3,936","3,274","2,711","1,577","1,454",55,67,70,72,75,84,80,66,84,73,85,82,235,85,74,77,90,"3,003",280,267,264,264,260,266,341,264,265,266,266,"5,524",950,"1,362",981,"1,255",976,9,4,3,2,6,38,"21,532"
21-Sep-09,"3,935","3,267","2,716","1,580","1,479",57,67,70,73,76,88,80,67,84,73,86,87,234,88,74,83,92,"3,006",280,267,266,266,260,264,340,266,265,267,265,"5,533",957,"1,364",983,"1,253",976,10,5,3,2,6,7,"21,539"
22-Sep-09,"3,933","3,264","2,717","1,561","1,509",60,68,70,77,76,89,79,68,88,76,88,88,243,91,72,82,94,"3,009",280,267,266,266,259,266,341,266,265,267,266,"5,532",956,"1,364",983,"1,252",977,10,5,3,2,6,9,"21,550"
23-Sep-09,"3,929","3,294","2,725","1,578","1,512",62,76,70,77,75,88,79,66,86,77,89,81,243,91,72,86,94,"3,005",280,267,263,266,259,264,341,266,266,266,267,"5,534",956,"1,364",984,"1,253",977,10,5,3,2,6,8,"21,601"
24-Sep-09,"3,934","3,288","2,729","1,558","1,510",62,74,70,77,78,86,79,66,86,77,89,80,243,91,72,86,94,"3,004",279,266,263,266,258,266,341,266,266,266,267,"5,558",957,"1,365",983,"1,278",975,10,5,3,2,6,8,"21,605"
25-Sep-09,"3,936","3,289","2,727","1,554","1,490",61,73,70,77,77,85,79,62,85,77,85,82,239,90,72,84,92,"3,008",280,265,266,266,260,266,341,266,266,265,267,"5,552",956,"1,364",983,"1,272",977,10,5,3,2,6,25,"21,597"
26-Sep-09,"3,930","3,287","2,727","1,554","1,489",61,73,69,77,77,85,79,62,85,77,84,82,240,90,72,84,92,"3,006",280,265,266,266,260,266,341,265,265,265,267,"5,552",956,"1,364",983,"1,272",977,10,5,3,2,6,24,"21,585"
27-Sep-09,"3,930","3,286","2,728","1,554","1,489",61,73,69,77,77,85,79,62,85,77,84,82,240,90,72,84,92,"3,005",280,264,266,266,260,266,341,265,265,265,267,"5,551",956,"1,364",983,"1,271",977,10,5,3,2,6,22,"21,581"
