Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,898","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,324"
28-Feb-09,"4,121","3,574","3,114","1,728","1,706",81,85,88,99,102,98,95,96,95,88,83,80,240,94,88,94,100,"2,913",279,266,262,265,258,265,265,264,260,266,263,"5,446",956,"1,355",981,"1,181",973,11,3,5,3,6,65,"22,684"
Avg Population,"4,098","3,569","3,122","1,702","1,728",81,93,90,99,100,98,90,95,99,88,86,81,245,98,92,97,96,"2,929",279,266,265,268,259,265,266,265,266,265,266,"5,470",956,"1,360",983,"1,197",975,12,3,6,3,6,30,"22,666"
