date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,882","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,691"
1-Sep-13,"3,359","3,310",34,"3,229","2,348","1,370",91,65,72,66,93,76,62,71,72,76,91,50,221,94,64,49,57,"4,422",299,369,280,298,278,279,274,277,355,280,278,280,299,280,296,"4,377",0,"1,191",998,"1,300",888,11,4,3,4,0,0,"22,460"
2-Sep-13,"3,358","3,310",34,"3,229","2,313","1,408",91,65,72,66,93,76,62,71,72,76,91,88,221,94,64,49,57,"4,420",298,369,280,298,278,279,274,277,355,280,278,280,299,280,295,"4,376",0,"1,190",998,"1,300",888,11,4,3,4,0,0,"22,459"
3-Sep-13,"3,371","3,293",34,"3,236","2,296","1,402",91,65,70,68,93,75,61,71,71,76,92,88,219,94,64,48,56,"4,426",298,369,280,298,280,279,274,277,354,279,280,280,300,281,297,"4,390",0,"1,194",998,"1,307",891,11,4,3,4,0,0,"22,459"
4-Sep-13,"3,379","3,297",34,"3,222","2,274","1,404",91,65,74,68,92,74,59,71,70,79,92,88,214,99,64,48,56,"4,438",299,369,280,300,281,280,274,280,354,279,280,280,300,281,301,"4,387",0,"1,192",996,"1,308",891,11,4,3,4,0,0,"22,446"
5-Sep-13,"3,374","3,314",34,"3,232","2,263","1,404",89,65,74,65,91,73,59,71,71,80,92,88,215,99,64,47,61,"4,439",298,369,280,300,281,280,274,280,355,280,280,280,300,281,301,"4,393",0,"1,200",996,"1,309",888,11,4,3,4,0,0,"22,464"
6-Sep-13,"3,380","3,333",35,"3,236","2,241","1,387",89,64,73,68,88,72,55,64,77,75,91,87,213,99,65,47,60,"4,430",299,368,279,300,280,280,274,280,355,280,280,280,297,279,299,"4,391",0,"1,200",995,"1,308",888,10,4,3,3,0,0,"22,443"
7-Sep-13,"3,380","3,334",35,"3,235","2,241","1,385",89,64,72,68,88,72,55,64,77,75,91,87,213,98,65,47,60,"4,428",299,368,279,300,280,279,274,280,355,279,280,280,297,279,299,"4,389",0,"1,199",995,"1,307",888,10,4,3,3,0,0,"22,437"
8-Sep-13,"3,379","3,331",35,"3,233","2,242","1,386",89,64,72,68,88,72,55,65,77,75,91,87,213,98,65,47,60,"4,426",298,368,279,300,280,279,274,280,355,279,279,280,297,279,299,"4,387",0,"1,198",995,"1,306",888,10,4,3,3,0,0,"22,429"
9-Sep-13,"3,390","3,327",33,"3,229","2,249","1,408",89,66,72,68,91,73,56,69,79,79,92,89,217,97,65,47,59,"4,428",298,368,280,300,280,280,274,280,355,279,280,279,297,279,299,"4,395",0,"1,199",994,"1,309",893,10,4,3,3,0,0,"22,469"
