date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,872","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,681"
19-Mar-13,"3,375","3,248",27,"3,217","2,371","1,543",90,69,73,78,82,71,69,80,85,81,92,91,247,101,75,72,87,"4,366",298,369,277,300,278,280,274,279,337,274,279,280,265,275,301,"4,316",0,"1,121",999,"1,294",902,20,4,6,4,0,6,"22,483"
20-Mar-13,"3,374","3,286",27,"3,220","2,362","1,542",90,71,73,78,82,71,69,77,85,81,91,91,247,101,76,72,87,"4,369",297,369,279,300,278,279,274,279,337,274,280,280,264,278,301,"4,317",0,"1,122",999,"1,294",902,22,4,6,4,0,8,"22,519"
21-Mar-13,"3,369","3,324",28,"3,207","2,342","1,549",90,73,73,78,83,70,76,75,86,80,91,91,246,101,77,72,87,"4,372",296,369,280,300,278,279,274,279,336,280,280,279,263,280,299,"4,313",0,"1,121",999,"1,294",899,22,4,6,4,0,8,"22,526"
22-Mar-13,"3,375","3,314",28,"3,208","2,347","1,552",91,82,72,78,81,73,79,73,92,80,91,88,245,100,74,72,81,"4,368",298,368,280,299,280,280,274,280,336,275,279,279,262,280,298,"4,288",0,"1,119",997,"1,273",899,31,4,6,4,0,17,"22,511"
23-Mar-13,"3,370","3,311",28,"3,207","2,349","1,549",90,82,72,78,80,73,79,73,92,80,91,88,245,100,73,72,81,"4,368",298,368,280,299,280,280,274,280,336,275,279,279,262,280,298,"4,283",0,"1,116",997,"1,271",899,32,4,6,4,0,18,"22,497"
24-Mar-13,"3,371","3,308",28,"3,208","2,347","1,546",90,82,72,78,80,73,79,72,91,80,91,88,245,100,73,72,80,"4,366",298,368,280,298,280,280,274,280,335,275,279,279,262,280,298,"4,281",0,"1,116",996,"1,270",899,32,3,6,4,0,19,"22,487"
25-Mar-13,"3,387","3,300",28,"3,208","2,324","1,556",90,82,73,78,82,74,75,73,90,80,91,89,247,101,76,72,83,"4,367",298,368,279,300,280,280,273,280,334,279,279,279,261,279,298,"4,299",0,"1,121",995,"1,281",902,24,4,6,4,0,10,"22,493"
26-Mar-13,"3,385","3,305",29,"3,209","2,339","1,559",92,83,73,79,81,74,74,72,90,81,93,88,247,102,76,72,82,"4,369",297,369,278,299,280,280,273,281,336,277,279,280,261,279,300,"4,322",0,"1,121",999,"1,301",901,25,4,6,4,0,11,"22,542"
27-Mar-13,"3,385","3,336",29,"3,206","2,322","1,559",91,82,73,79,80,74,74,72,89,81,93,91,250,102,76,72,80,"4,368",301,367,280,298,279,280,274,281,336,277,279,280,260,278,298,"4,320",0,"1,123",996,"1,300",901,23,4,6,4,0,9,"22,548"
