Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665",42,"3,282","1,905","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,611"
1-Jan-14,"3,362","3,260",39,"3,207","1,969","1,344",92,63,79,68,72,74,65,58,63,78,92,84,214,85,63,44,50,"4,410",282,369,279,300,279,280,273,279,355,280,280,280,296,278,300,"4,388",0,"1,197",997,"1,293",901,13,4,5,4,0,0,"21,992"
2-Jan-14,"3,339","3,285",39,"3,191","1,947","1,340",91,65,80,65,71,74,65,60,63,77,91,85,212,83,63,45,50,"4,415",296,367,280,298,278,279,273,278,355,280,279,280,295,277,300,"4,394",0,"1,197",999,"1,298",900,12,4,4,4,0,0,"21,962"
3-Jan-14,"3,345","3,249",39,"3,218","1,928","1,355",91,65,79,66,74,73,65,60,62,77,91,91,215,84,66,50,46,"4,414",295,368,279,300,278,280,273,277,354,279,278,279,298,277,299,"4,397",0,"1,204",997,"1,296",900,10,4,3,4,0,0,"21,955"
4-Jan-14,"3,344","3,247",39,"3,215","1,928","1,352",91,65,78,66,74,73,65,60,62,77,91,90,215,83,66,50,46,"4,411",295,367,278,300,278,280,273,277,354,279,278,278,298,277,299,"4,395",0,"1,204",996,"1,295",900,10,4,3,4,0,0,"21,941"
5-Jan-14,"3,344","3,246",39,"3,212","1,928","1,351",91,65,78,66,74,73,65,60,62,77,91,89,215,83,66,50,46,"4,411",295,367,278,300,278,280,273,277,354,279,278,278,298,277,299,"4,393",0,"1,203",996,"1,294",900,11,4,3,4,0,0,"21,935"
6-Jan-14,"3,340","3,246",39,"3,191","1,964","1,340",91,65,76,65,74,72,64,60,62,76,91,86,215,83,66,49,45,"4,405",293,367,277,299,278,280,273,277,354,278,277,278,298,277,299,"4,380",0,"1,200",994,"1,292",894,11,4,3,4,0,0,"21,916"
7-Jan-14,"3,340","3,246",39,"3,191","1,955","1,340",91,65,76,65,74,72,64,60,62,76,91,86,215,83,66,49,45,"4,405",293,367,277,299,278,280,273,277,354,278,277,278,298,277,299,"4,380",0,"1,200",994,"1,292",894,11,4,3,4,0,0,"21,907"
8-Jan-14,"3,336","3,257",39,"3,207","1,969","1,310",91,65,54,65,73,71,64,60,62,76,91,85,214,81,66,48,44,"4,401",293,366,277,299,276,280,272,277,354,278,280,278,297,277,297,"4,377",0,"1,198",995,"1,290",894,11,4,3,4,0,0,"21,907"
9-Jan-14,"3,337","3,257",39,"3,201","2,001","1,304",91,63,54,67,72,71,63,60,62,76,91,85,214,81,65,46,43,"4,395",293,366,276,299,275,280,272,277,353,278,280,278,297,275,296,"4,374",0,"1,196",995,"1,289",894,11,4,3,4,0,0,"21,919"
