date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"3,590","3,818",58,,"3,082","1,781","1,348",0,0,96,102,102,0,0,82,20,102,92,93,93,182,28,50,82,20,102,102,0,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"24,103"
28-Aug-16,"3,369","3,525",33,6,"2,979","1,484","1,017",0,0,66,79,59,0,0,62,17,67,83,83,77,154,10,25,68,14,82,71,0,"3,674",239,291,238,238,237,239,268,269,259,197,240,271,210,239,239,"3,325",0,"1,154","1,000",280,891,12,5,4,3,"19,424"
29-Aug-16,"3,360","3,554",33,4,"2,964","1,481","1,011",0,0,66,81,59,0,0,58,17,67,82,84,77,153,10,24,68,14,81,70,0,"3,663",238,291,238,236,237,237,268,266,257,197,240,271,210,238,239,"3,319",0,"1,151",999,277,892,12,5,4,3,"19,401"
30-Aug-16,"3,361","3,571",33,8,"2,967","1,433","1,005",0,0,66,80,58,0,0,58,17,67,81,84,77,155,8,24,67,14,79,70,0,"3,675",239,293,240,240,239,237,269,267,258,199,241,271,209,234,239,"3,319",0,"1,151",999,277,892,12,5,4,3,"19,384"
 31-Aug-16,"3,358","3,572",33,8,"2,965","1,429","1,006",0,0,66,83,59,0,0,58,17,67,83,84,76,155,8,24,63,14,80,69,0,"3,678",240,293,239,240,239,240,267,268,256,199,241,270,209,238,239,"3,318",0,"1,151",998,277,892,11,5,4,2,"19,378"
Avg Population,"3,358","3,431",33,8,"2,980","1,526","1,044",0,0,70,82,62,0,0,64,18,75,83,86,83,155,10,23,64,15,85,70,0,"3,563",239,292,239,239,208,208,269,269,258,198,212,269,215,209,239,"3,537",0,"1,166",997,482,892,11,5,4,2,"19,492"
