date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,638","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,964"
10-May-08,"4,165","3,737","3,136","2,043","1,768",87,102,90,98,96,96,100,98,95,91,85,91,244,99,100,99,97,"3,085",294,280,280,280,273,280,280,280,280,279,279,"4,804",969,896,998,0,956,985,10,4,4,2,6,23,"22,777"
11-May-08,"4,164","3,737","3,135","2,043","1,765",87,102,90,98,96,96,99,98,95,90,84,92,243,99,100,99,97,"3,085",294,280,280,280,273,280,280,280,280,279,279,"4,802",968,896,998,0,955,985,10,4,4,2,6,21,"22,768"
12-May-08,"4,183","3,736","3,130","2,045","1,783",90,102,91,98,97,96,98,100,99,91,84,89,248,100,101,101,98,"3,081",294,280,279,280,275,279,279,280,278,279,278,"4,801",968,895,"1,000",0,953,985,11,4,4,3,6,2,"22,778"
13-May-08,"4,175","3,762","3,134","2,042","1,785",90,102,90,101,97,96,98,102,98,90,84,89,248,100,101,101,98,"3,083",294,280,279,280,275,279,280,280,278,279,279,"4,809",970,897,"1,000",0,957,985,11,4,4,3,6,1,"22,808"
14-May-08,"4,176","3,764","3,132","2,049","1,799",90,102,93,101,100,101,97,102,101,90,84,88,249,101,100,99,101,"3,088",294,280,279,280,275,280,280,280,280,280,280,"4,804",970,896,"1,000",0,955,983,11,4,4,3,6,2,"22,831"
15-May-08,"4,185","3,733","3,138","2,037","1,800",90,102,95,101,100,101,100,102,101,89,84,87,249,101,99,99,100,"3,088",294,280,279,280,275,280,280,280,280,280,280,"4,806",972,895,"1,000",0,956,983,11,4,4,3,6,2,"22,806"
16-May-08,"4,186","3,741","3,138","2,013","1,711",82,93,87,94,98,96,94,98,99,82,80,85,241,91,97,95,99,"3,087",294,280,279,280,274,280,280,280,280,280,280,"4,805",972,894,"1,000",0,956,983,10,3,4,3,6,91,"22,788"
17-May-08,"4,183","3,738","3,135","2,013","1,706",82,93,87,93,98,96,94,98,99,82,80,85,240,91,97,92,99,"3,085",294,279,279,280,274,280,280,280,280,279,280,"4,804",971,894,"1,000",0,956,983,10,3,4,3,6,94,"22,774"
18-May-08,"4,181","3,739","3,132","2,013","1,705",82,93,87,93,98,96,94,98,99,82,80,85,240,90,97,92,99,"3,083",294,279,279,280,274,279,280,280,279,279,280,"4,804",971,894,"1,000",0,956,983,10,3,4,3,6,94,"22,767"
