date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,678","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,553"
19-Jun-12,"3,292","3,256","3,182","2,050","1,610",92,81,76,88,81,79,82,80,93,79,92,92,239,102,80,85,89,"4,348",299,367,280,299,280,280,274,280,340,280,278,281,231,280,299,"4,289",0,"1,360",982,"1,048",899,11,5,2,4,0,8,"22,046"
20-Jun-12,"3,290","3,288","3,185","2,061","1,605",91,80,76,88,80,79,80,80,91,79,93,91,242,101,81,83,90,"4,344",297,367,280,299,280,280,274,280,340,279,280,281,231,280,296,"4,286",0,"1,363",982,"1,043",898,11,5,2,4,0,8,"22,078"
21-Jun-12,"3,288","3,277","3,188","2,073","1,618",90,80,76,92,80,79,79,80,96,83,93,92,244,101,81,83,89,"4,346",299,367,280,300,280,279,274,280,340,279,280,280,231,280,297,"4,282",0,"1,361",981,"1,042",898,11,5,2,4,0,7,"22,090"
22-Jun-12,"3,295","3,236","3,183","2,105","1,614",90,84,80,91,82,76,78,75,96,80,93,93,240,102,83,82,89,"4,343",299,367,280,299,280,279,274,280,340,280,280,280,229,279,297,"4,289",0,"1,361",980,"1,047",901,11,5,2,4,0,32,"22,108"
23-Jun-12,"3,292","3,232","3,183","2,105","1,613",89,84,80,91,82,76,78,75,96,80,93,93,240,102,83,82,89,"4,339",298,367,279,299,280,279,274,280,340,278,280,280,229,279,297,"4,287",0,"1,361",980,"1,046",900,11,5,2,4,0,33,"22,095"
24-Jun-12,"3,291","3,230","3,182","2,105","1,613",90,84,80,91,82,76,78,75,95,80,93,93,240,102,83,82,89,"4,335",298,367,279,299,280,278,274,280,340,277,279,280,229,278,297,"4,286",0,"1,361",980,"1,045",900,11,5,2,4,0,33,"22,086"
25-Jun-12,"3,292","3,238","3,193","2,091","1,631",90,84,81,94,80,78,78,80,97,81,93,93,242,100,87,82,91,"4,340",298,367,279,298,279,280,274,280,340,279,278,280,229,279,300,"4,283",0,"1,360",980,"1,043",900,11,5,2,4,0,6,"22,085"
26-Jun-12,"3,285","3,290","3,197","2,072","1,630",92,83,81,94,80,78,77,81,95,81,93,93,240,99,88,83,92,"4,333",298,367,280,298,277,279,274,279,340,280,277,279,229,277,299,"4,281",0,"1,359",979,"1,043",900,11,5,2,4,0,5,"22,104"
27-Jun-12,"3,271","3,290","3,193","2,048","1,585",91,79,79,88,78,76,76,86,95,80,92,79,228,99,87,80,92,"4,335",298,367,280,300,279,278,274,278,338,280,279,279,226,280,299,"4,286",0,"1,358",979,"1,044",905,11,5,2,4,0,5,"22,024"
