Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,233","2,066","2,167","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,991"
1-Mar-06,"4,340","3,188","2,047","1,737","1,689",89,99,95,94,97,95,91,95,92,86,82,83,222,87,98,86,98,"3,046",292,279,279,280,270,248,280,280,278,280,280,"4,767",972,854,991,128,914,908,12,3,5,4,6,3,"20,835"
2-Mar-06,"4,353","3,198","2,037","1,721","1,690",89,96,95,94,100,96,91,95,92,86,82,83,224,87,98,84,98,"3,048",293,278,279,280,270,249,280,280,279,280,280,"4,765",972,853,992,128,908,912,12,3,5,4,6,3,"20,833"
3-Mar-06,"4,336","3,227","2,038","1,676","1,649",88,93,91,94,98,99,86,91,101,85,81,77,216,82,92,82,93,"3,050",294,277,279,280,273,249,280,280,279,279,280,"4,777",969,854,995,128,920,911,11,2,5,4,6,48,"20,818"
4-Mar-06,"4,335","3,226","2,035","1,676","1,645",88,90,90,93,99,99,86,91,101,85,81,79,216,81,92,81,93,"3,049",293,277,279,280,273,249,280,280,279,279,280,"4,774",968,854,995,128,919,910,11,2,5,4,6,50,"20,807"
5-Mar-06,"4,332","3,223","2,033","1,676","1,645",88,90,90,93,99,99,86,91,101,85,81,78,216,81,93,81,93,"3,049",293,277,279,280,273,249,280,280,279,279,280,"4,774",969,854,995,128,919,909,11,2,5,4,6,52,"20,801"
6-Mar-06,"4,343","3,216","2,038","1,705","1,683",89,93,91,93,100,100,87,95,102,89,82,84,223,83,98,82,92,"3,049",292,279,280,280,273,247,280,280,280,279,279,"4,767",967,853,995,128,917,907,12,3,5,4,6,7,"20,826"
7-Mar-06,"4,348","3,234","2,039","1,687","1,685",90,91,91,93,100,99,90,94,102,89,82,82,223,83,98,86,92,"3,052",294,279,280,279,274,247,280,280,280,280,279,"4,773",970,852,994,128,925,904,12,3,5,4,5,3,"20,838"
8-Mar-06,"4,345","3,235","2,034","1,715","1,695",90,91,91,100,100,98,90,94,102,88,81,82,221,85,98,86,98,"3,054",292,280,279,280,273,250,280,280,280,280,280,"4,773",970,859,993,128,920,903,12,3,5,4,5,5,"20,873"
9-Mar-06,"4,345","3,209","2,053","1,703","1,707",90,91,93,100,100,98,90,95,102,88,79,81,224,84,98,96,98,"3,050",292,279,279,280,273,250,277,280,280,280,280,"4,776",971,859,994,128,922,902,12,3,5,4,5,7,"20,867"
