date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,486","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,795"
1-Dec-09,"3,933","3,196","2,782","1,637","1,796",89,100,93,101,100,101,102,101,102,92,87,80,253,99,100,99,97,"2,787",250,242,248,241,236,250,316,250,256,250,248,"5,321",905,"1,324",934,"1,209",949,10,6,2,2,6,11,"21,479"
2-Dec-09,"3,928","3,195","2,812","1,619","1,792",89,100,93,101,100,100,102,100,101,92,86,83,253,98,102,99,93,"2,803",251,250,247,248,240,249,316,250,254,250,248,"5,308",905,"1,325",915,"1,213",950,10,6,2,2,6,9,"21,482"
3-Dec-09,"3,916","3,202","2,808","1,625","1,791",89,94,92,102,99,99,99,100,100,92,86,93,251,98,99,98,100,"2,815",253,251,247,251,245,248,317,250,254,250,249,"5,303",900,"1,326",914,"1,213",950,10,6,2,2,6,9,"21,485"
4-Dec-09,"3,931","3,189","2,802","1,651","1,785",88,92,92,101,99,98,99,100,102,92,87,93,251,100,98,95,98,"2,822",262,251,250,251,243,250,317,250,251,250,247,"5,296",899,"1,325",913,"1,209",950,10,6,2,2,6,9,"21,501"
5-Dec-09,"3,930","3,191","2,801","1,651","1,781",89,92,92,100,99,98,99,100,101,92,87,93,251,98,97,95,98,"2,821",262,251,250,251,243,250,317,250,251,250,246,"5,293",899,"1,324",913,"1,208",949,10,6,2,2,6,10,"21,494"
6-Dec-09,"3,927","3,190","2,800","1,651","1,780",89,92,92,100,99,98,98,100,102,92,87,93,251,98,97,95,97,"2,821",262,251,250,251,243,250,317,250,251,250,246,"5,292",899,"1,323",913,"1,208",949,10,6,2,2,6,11,"21,488"
7-Dec-09,"3,933","3,190","2,822","1,635","1,776",89,92,95,98,96,97,98,102,102,92,84,92,251,98,96,94,100,"2,821",260,251,249,251,245,251,317,249,251,250,247,"5,288",896,"1,321",913,"1,210",948,9,6,2,1,6,11,"21,491"
8-Dec-09,"3,941","3,202","2,850","1,604","1,772",88,91,94,98,96,97,98,102,102,92,84,93,251,97,96,93,100,"2,816",258,251,248,250,245,251,317,250,250,248,248,"5,284",896,"1,321",913,"1,212",942,9,6,2,1,6,10,"21,494"
9-Dec-09,"3,938","3,229","2,881","1,559","1,761",88,93,94,98,94,95,97,102,101,92,84,92,251,96,94,91,99,"2,816",260,251,248,249,245,251,317,250,249,248,248,"5,290",898,"1,322",912,"1,211",947,10,6,3,1,6,11,"21,501"
