date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,818","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,611"
19-Dec-12,"3,361","3,341",25,"3,247","2,303","1,484",92,71,72,70,72,63,64,70,91,80,93,93,255,97,62,51,88,"4,361",299,368,280,299,279,280,273,280,340,280,280,279,242,278,304,"4,284",0,"1,123","1,000","1,254",907,11,4,4,3,0,4,"22,421"
20-Dec-12,"3,365","3,325",25,"3,239","2,273","1,489",92,71,75,70,75,63,61,74,91,79,93,91,256,96,62,52,88,"4,350",299,367,279,300,279,274,273,280,340,279,280,279,241,278,302,"4,337",0,"1,126","1,000","1,305",906,13,4,6,3,0,3,"22,419"
21-Dec-12,"3,358","3,340",26,"3,242","2,251","1,507",92,70,75,75,75,67,60,76,91,78,93,93,254,96,72,52,88,"4,355",299,369,279,299,277,278,274,280,339,280,280,278,240,280,303,"4,334",0,"1,125","1,000","1,303",906,13,4,6,3,0,5,"22,431"
22-Dec-12,"3,358","3,331",28,"3,239","2,251","1,504",92,70,75,75,75,67,60,76,91,78,93,92,254,96,72,50,88,"4,350",298,369,278,298,277,278,273,280,339,280,280,278,240,280,302,"4,333",0,"1,125","1,000","1,303",905,13,4,6,3,0,7,"22,414"
23-Dec-12,"3,356","3,331",28,"3,240","2,251","1,502",92,70,75,75,75,67,60,76,91,78,93,91,253,96,72,50,88,"4,344",297,367,278,297,276,278,273,280,339,279,280,278,240,280,302,"4,333",0,"1,125","1,000","1,303",905,13,4,6,3,0,5,"22,403"
24-Dec-12,"3,352","3,329",25,"3,240","2,250","1,501",92,69,75,75,75,67,60,76,91,78,93,91,253,96,72,50,88,"4,342",297,367,278,297,276,278,273,279,339,278,280,278,240,280,302,"4,329",0,"1,123","1,000","1,303",903,13,4,6,3,0,5,"22,386"
25-Dec-12,"3,351","3,326",24,"3,239","2,250","1,501",92,69,75,75,75,67,60,76,91,78,93,91,253,96,72,50,88,"4,337",296,365,278,297,276,277,273,279,339,278,280,278,240,280,301,"4,327",0,"1,122","1,000","1,302",903,13,4,6,3,0,6,"22,374"
26-Dec-12,"3,351","3,332",24,"3,246","2,242","1,509",92,69,75,77,75,65,60,76,91,77,93,91,253,96,72,60,87,"4,342",296,366,279,296,276,277,273,279,339,280,281,279,239,280,302,"4,327",0,"1,122","1,000","1,300",905,11,2,6,3,0,4,"22,388"
27-Dec-12,"3,353","3,363",23,"3,249","2,214","1,503",92,69,75,77,75,65,60,76,91,77,93,90,251,96,71,59,86,"4,354",300,366,280,300,275,281,274,279,338,279,281,279,239,280,303,"4,329",0,"1,126","1,000","1,299",904,11,2,6,3,0,4,"22,403"
