Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,898","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,324"
19-Feb-09,"4,114","3,570","3,123","1,722","1,733",82,92,93,100,102,97,88,97,101,86,86,82,245,97,91,99,95,"2,924",277,266,265,266,259,265,266,266,266,262,266,"5,461",955,"1,362",983,"1,187",974,12,3,6,3,6,6,"22,671"
20-Feb-09,"4,103","3,561","3,121","1,736","1,697",78,90,93,98,94,100,84,94,98,88,86,83,237,98,87,96,93,"2,927",278,266,266,266,259,265,266,265,266,264,266,"5,461",955,"1,361",983,"1,189",973,12,3,6,3,6,54,"22,678"
21-Feb-09,"4,102","3,562","3,120","1,736","1,696",78,90,92,98,94,100,84,94,98,88,86,83,237,98,87,96,93,"2,926",278,266,266,266,258,265,266,265,266,264,266,"5,457",954,"1,361",982,"1,188",972,12,3,6,3,6,52,"22,669"
22-Feb-09,"4,100","3,557","3,120","1,736","1,694",78,90,92,98,94,100,84,94,98,88,85,83,237,98,87,95,93,"2,925",278,266,266,266,258,265,266,264,266,264,266,"5,457",954,"1,361",982,"1,188",972,12,3,6,3,6,54,"22,661"
23-Feb-09,"4,095","3,549","3,124","1,706","1,760",85,93,92,98,96,102,93,102,99,92,86,86,247,100,92,97,100,"2,928",278,266,264,266,260,265,266,266,266,265,266,"5,462",955,"1,361",983,"1,187",976,11,3,5,3,6,8,"22,649"
24-Feb-09,"4,108","3,544","3,130","1,729","1,761",85,93,92,98,96,102,95,102,101,92,86,86,246,99,92,96,100,"2,929",280,266,264,266,259,266,266,266,266,264,266,"5,462",955,"1,360",983,"1,190",974,11,3,5,3,6,8,"22,688"
25-Feb-09,"4,123","3,580","3,114","1,696","1,758",85,93,91,99,102,102,94,101,96,92,85,87,244,99,92,96,100,"2,933",280,266,266,266,260,266,266,266,266,265,266,"5,461",955,"1,358",983,"1,191",974,11,3,5,3,6,8,"22,690"
26-Feb-09,"4,123","3,570","3,114","1,733","1,761",85,93,92,101,102,102,93,100,95,92,86,87,247,100,92,96,98,"2,924",280,266,263,266,261,265,266,265,261,266,265,"5,460",956,"1,360",983,"1,187",974,11,3,5,3,6,7,"22,709"
27-Feb-09,"4,123","3,576","3,118","1,728","1,706",81,85,88,99,102,99,95,96,95,88,82,80,240,94,88,94,100,"2,914",280,266,262,265,258,265,265,264,260,266,263,"5,457",957,"1,359",983,"1,185",973,11,3,5,3,6,64,"22,703"
