date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,704","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000","1,000","1,000",16,6,6,4,6,0,"23,030"
1-Aug-08,"4,195","3,791","3,127","2,057","1,703",89,97,89,96,96,96,93,94,99,88,87,88,219,94,92,91,95,"3,081",294,280,279,277,272,281,280,279,281,280,278,"4,807",967,890,998,960,992,11,4,4,3,4,49,"22,825"
2-Aug-08,"4,192","3,792","3,122","2,057","1,699",89,97,89,95,96,96,93,93,99,88,87,88,217,94,92,91,95,"3,080",294,280,278,277,272,281,280,279,281,280,278,"4,805",966,890,998,959,992,11,4,4,3,4,49,"22,811"
3-Aug-08,"4,189","3,793","3,121","2,057","1,700",89,97,89,96,96,96,93,93,99,88,87,88,217,94,92,91,95,"3,080",294,280,278,277,272,281,280,279,281,280,278,"4,804",965,890,998,959,992,11,4,4,3,4,48,"22,807"
4-Aug-08,"4,195","3,787","3,137","2,067","1,728",92,97,91,100,98,98,94,98,99,89,88,92,219,99,88,91,95,"3,081",294,279,279,279,272,281,279,279,280,280,279,"4,803",971,889,997,955,991,11,4,4,3,4,8,"22,821"
5-Aug-08,"4,204","3,796","3,129","2,049","1,728",91,97,91,101,98,98,94,97,99,89,89,92,217,100,88,91,96,"3,079",293,279,278,280,273,279,279,279,280,280,279,"4,807",969,891,999,956,992,11,4,4,3,4,6,"22,813"
6-Aug-08,"4,197","3,771","3,132","2,027","1,726",91,98,89,97,97,97,100,96,99,89,89,91,217,100,87,91,98,"3,076",293,279,278,280,272,279,279,279,281,279,277,"4,830",969,891,"1,000",981,989,11,4,4,3,4,6,"22,780"
7-Aug-08,"4,211","3,775","3,126","2,025","1,729",91,98,88,98,97,97,100,96,99,89,88,92,216,101,87,94,98,"3,081",293,280,279,280,274,280,280,279,280,279,277,"4,827",971,891,999,974,992,12,5,4,3,4,6,"22,796"
8-Aug-08,"4,196","3,765","3,098","2,048","1,705",86,97,88,97,95,96,98,99,96,88,84,93,217,98,82,92,99,"3,082",293,280,279,280,274,280,280,279,280,280,277,"4,830",970,891,999,978,992,12,5,4,3,4,35,"22,775"
9-Aug-08,"4,191","3,764","3,097","2,048","1,704",86,97,88,97,95,95,98,99,96,88,84,93,217,98,82,92,99,"3,081",293,280,278,280,274,280,280,279,280,280,277,"4,829",969,891,999,978,992,12,5,4,3,4,35,"22,765"
