Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"3,590","3,506",58,,"3,082","1,986","1,848",92,102,96,102,102,102,102,82,20,102,92,93,93,260,,82,20,102,102,102,"4,378",240,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"24,436"
27-Jul-16,"3,394","3,271",30,21,"2,983","1,474","1,075",0,0,74,81,67,0,0,53,20,91,85,89,86,166,27,59,15,90,72,0,"3,504",240,293,239,238,198,200,270,267,260,199,200,240,222,200,238,"3,827",0,"1,164",994,779,890,13,4,5,4,"19,592"
28-Jul-16,"3,380","3,302",30,13,"2,960","1,480","1,072",0,0,74,80,67,0,0,53,20,91,83,89,86,164,27,58,15,93,72,0,"3,512",240,293,240,240,198,199,269,267,258,199,199,245,227,200,238,"3,824",0,"1,162",994,778,890,13,4,5,4,"19,586"
29-Jul-16,"3,374","3,198",30,15,"2,975","1,507","1,078",0,0,73,79,66,0,0,67,20,90,83,87,84,162,26,66,14,90,71,0,"3,537",240,293,240,240,199,195,267,273,259,200,200,266,225,200,240,"3,835",0,"1,165","1,000",775,895,12,4,5,3,"19,561"
30-Jul-16,"3,370","3,196",30,15,"2,974","1,507","1,073",0,0,73,79,66,0,0,66,20,90,83,87,83,162,25,64,14,90,71,0,"3,533",240,293,239,240,199,194,267,273,259,200,200,265,225,199,240,"3,834",0,"1,164","1,000",775,895,12,4,5,3,"19,544"
31-Jul-16,"3,368","3,194",30,15,"2,975","1,507","1,071",0,0,73,79,66,0,0,66,20,90,83,87,83,162,25,62,14,90,71,0,"3,529",240,293,239,240,198,194,267,273,259,200,200,265,224,198,239,"3,830",0,"1,161",999,775,895,12,4,5,3,"19,531"
Avg Population,"3,392","3,162",32,12,"2,987","1,519","1,092",0,3,71,86,69,0,0,62,18,93,84,90,86,166,27,62,15,92,70,0,"3,506",239,293,239,240,198,199,269,269,259,199,199,243,223,198,239,"3,852",0,"1,150",999,810,894,14,4,5,4,"19,569"
