date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665",42,"3,282","1,905","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,611"
19-Jan-14,"3,319","3,209",38,"3,187","2,205","1,196",88,61,56,38,66,61,57,51,58,76,85,81,198,82,57,40,41,"4,313",286,358,273,295,265,274,272,271,351,270,280,272,291,266,289,"4,334",0,"1,187",987,"1,271",889,10,4,3,3,0,0,"21,811"
20-Jan-14,"3,316","3,210",38,"3,185","2,198","1,226",89,60,56,38,70,66,59,53,58,76,86,83,209,82,57,42,42,"4,311",286,358,273,295,264,274,272,271,351,270,279,272,291,266,289,"4,331",0,"1,185",987,"1,271",888,10,4,3,3,0,0,"21,825"
21-Jan-14,"3,369","2,991",38,"3,197","2,207","1,254",87,58,69,38,70,67,64,51,61,81,87,81,208,81,67,42,42,"4,389",285,366,277,299,278,276,273,278,355,276,278,280,289,279,300,"4,342",0,"1,176",995,"1,285",886,10,4,3,3,0,0,"21,797"
22-Jan-14,"3,358","3,020",38,"3,199","2,133","1,243",92,59,68,38,70,67,63,50,61,80,84,78,208,81,63,39,42,"4,400",293,368,275,300,277,276,274,278,353,276,280,280,297,274,299,"4,379",0,"1,197",996,"1,295",891,10,4,3,3,0,0,"21,780"
23-Jan-14,"3,350","3,061",36,"3,206","2,099","1,246",90,60,68,37,69,67,63,53,61,80,84,78,209,81,63,39,44,"4,398",292,368,276,300,277,277,275,279,351,275,280,280,296,273,299,"4,384",0,"1,198",996,"1,298",892,10,4,3,3,0,0,"21,790"
24-Jan-14,"3,357","3,074",36,"3,212","2,084","1,216",87,57,67,36,67,65,63,50,59,79,81,78,201,82,62,38,44,"4,385",290,368,276,300,278,278,275,279,350,270,280,280,293,272,296,"4,387",0,"1,196",999,"1,301",891,9,4,2,3,0,0,"21,760"
25-Jan-14,"3,356","3,073",36,"3,211","2,084","1,211",86,57,67,36,65,65,63,50,59,79,81,78,201,82,60,38,44,"4,379",289,368,276,300,277,278,275,278,349,270,280,279,293,272,295,"4,384",0,"1,196",998,"1,299",891,9,4,2,3,0,0,"21,743"
26-Jan-14,"3,351","3,074",36,"3,208","2,084","1,210",85,57,67,36,65,65,63,50,59,79,81,78,201,82,60,38,44,"4,375",289,367,276,300,276,278,275,278,348,270,280,279,292,272,295,"4,381",0,"1,195",998,"1,297",891,9,4,2,3,0,0,"21,728"
27-Jan-14,"3,345","3,129",36,"3,210","2,062","1,231",89,59,67,37,66,66,62,50,57,80,81,81,210,83,60,39,44,"4,362",288,364,276,300,272,278,275,278,347,270,280,279,291,270,294,"4,376",0,"1,197",998,"1,291",890,9,4,2,3,0,0,"21,760"
