Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,785","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,019"
10-Dec-08,"3,895","3,766","3,123","1,728","1,807",92,102,95,101,102,100,102,102,95,92,89,86,247,98,102,100,102,"3,084",294,279,279,280,273,280,279,279,281,280,280,"5,504",961,"1,358",982,"1,225",978,12,4,4,4,6,7,"22,932"
11-Dec-08,"3,906","3,763","3,127","1,730","1,808",92,101,95,102,101,101,102,100,102,91,88,84,247,98,102,100,102,"3,083",294,279,278,280,272,280,280,279,281,280,280,"5,502",961,"1,357",982,"1,227",975,12,4,4,4,6,6,"22,943"
12-Dec-08,"3,904","3,787","3,118","1,731","1,795",90,99,95,102,99,101,99,97,101,87,88,92,246,98,102,101,98,"3,083",293,280,278,280,274,280,280,279,280,279,280,"5,495",959,"1,357",983,"1,224",972,13,5,4,4,6,5,"22,937"
13-Dec-08,"3,903","3,787","3,116","1,731","1,791",90,99,95,98,98,101,99,97,100,86,87,92,246,102,102,101,98,"3,082",292,280,278,280,274,280,280,279,280,279,280,"5,490",958,"1,354",983,"1,223",972,13,5,4,4,6,5,"22,924"
14-Dec-08,"3,900","3,785","3,116","1,731","1,789",90,99,95,97,98,101,99,97,100,86,86,92,246,102,102,101,98,"3,080",292,280,278,280,274,280,280,279,279,278,280,"5,490",958,"1,354",983,"1,223",972,13,5,4,4,6,5,"22,915"
15-Dec-08,"3,915","3,759","3,128","1,719","1,802",88,101,95,98,98,101,101,100,100,91,85,92,250,101,99,100,102,"3,078",292,280,278,280,274,280,280,279,279,277,279,"5,499",957,"1,361",982,"1,223",976,12,4,4,4,6,6,"22,924"
16-Dec-08,"3,917","3,770","3,131","1,731","1,804",88,100,94,100,100,101,101,100,99,91,84,93,249,101,101,100,102,"3,080",292,280,278,280,274,280,280,280,279,277,280,"5,498",956,"1,361",982,"1,223",976,12,4,4,4,6,10,"22,959"
17-Dec-08,"3,914","3,754","3,130","1,730","1,800",88,100,95,101,102,99,101,99,100,88,84,91,250,101,100,100,101,"3,087",294,280,278,280,274,280,282,280,279,280,280,"5,499",955,"1,361",982,"1,225",976,12,4,4,4,6,14,"22,946"
18-Dec-08,"3,919","3,729","3,131","1,731","1,806",86,100,95,101,99,102,100,101,101,88,90,92,250,101,100,100,100,"3,086",294,280,278,280,274,280,280,280,280,280,280,"5,495",955,"1,358",982,"1,225",975,12,4,4,4,6,14,"22,929"
