date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin Satellite Facility (RRP),Flowood TVC,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Tallahatchie County,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,094",58,0,"3,082","1,793","1,372",0,0,124,324,96,102,102,0,0,62,58,93,93,178,28,50,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"5,375",375,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,045"
20-Jan-20,"2,814","3,764",22,0,"2,572","1,349",770,0,0,69,133,51,0,36,0,0,77,41,77,66,136,16,18,0,50,0,"4,217",290,290,261,302,330,270,248,274,334,265,385,277,135,264,292,"3,477",375,"1,232",995,0,875,6,0,3,3,24,8,15,1,0,0,"19,015"
21-Jan-20,"2,807","3,762",22,0,"2,568","1,375",762,0,0,68,131,51,0,36,0,0,75,40,76,66,136,16,17,0,50,0,"4,211",289,290,261,302,330,270,248,274,333,265,383,277,135,262,292,"3,471",375,"1,230",994,0,872,8,0,3,5,24,8,15,1,0,0,"19,010"
22-Jan-20,"2,802","3,760",22,0,"2,570","1,426",759,0,0,67,131,51,0,36,0,0,74,40,77,66,134,16,17,0,50,0,"4,203",289,289,262,302,328,269,247,272,333,265,383,277,135,260,292,"3,469",375,"1,230",992,0,872,8,0,3,5,24,8,15,1,0,0,"19,043"
23-Jan-20,"2,801","3,755",22,0,"2,569","1,462",757,0,0,65,130,51,0,36,0,0,74,40,76,70,133,16,16,0,50,0,"4,194",289,289,262,302,328,269,245,272,333,265,380,277,133,260,290,"3,466",375,"1,228",992,0,871,6,0,3,3,24,8,15,1,0,0,"19,056"
24-Jan-20,"2,790","3,763",22,0,"2,566","1,492",741,0,0,65,123,50,0,35,0,0,73,38,75,70,130,16,16,0,50,0,"4,197",288,289,263,308,327,269,245,271,333,265,380,277,133,259,290,"3,463",375,"1,227",992,0,869,7,0,3,2,25,9,15,1,0,0,"19,066"
25-Jan-20,"2,791","3,764",22,0,"2,565","1,492",740,0,0,65,122,50,0,35,0,0,73,38,75,70,130,16,16,0,50,0,"4,194",288,289,262,308,327,269,245,271,332,265,379,277,133,259,290,"3,462",375,"1,227",992,0,868,5,0,3,2,25,9,15,1,0,0,"19,060"
26-Jan-20,"2,790","3,763",22,0,"2,564","1,492",739,0,0,65,121,50,0,35,0,0,73,38,75,70,130,16,16,0,50,0,"4,194",288,289,262,308,327,269,245,271,332,265,379,277,133,259,290,"3,461",375,"1,227",991,0,868,5,0,3,2,25,9,15,1,0,0,"19,055"
27-Jan-20,"2,781","3,590",22,0,"2,591","1,540",739,0,0,66,115,49,0,36,0,0,67,38,77,74,133,15,20,0,49,0,"4,291",292,289,266,308,336,274,245,274,349,277,395,277,133,277,299,"3,459",375,"1,227",991,0,866,6,0,3,3,26,10,15,1,0,0,"19,045"
28-Jan-20,"2,732","3,600",21,0,"2,613","1,498",741,0,0,70,110,49,0,36,0,0,71,38,76,74,133,15,20,0,49,0,"4,300",300,288,265,308,332,274,256,275,346,277,395,277,133,276,298,"3,457",375,"1,226",990,0,866,5,0,3,2,26,10,15,1,0,0,"18,993"
29-Jan-20,"2,732","3,588",21,0,"2,623","1,462",774,0,0,70,126,51,0,36,0,0,71,36,75,71,153,18,20,0,47,0,"4,308",300,293,270,308,328,272,264,276,345,277,391,277,133,277,297,"3,464",375,"1,224","1,000",0,865,5,0,3,2,29,9,19,1,0,0,"19,006"
30-Jan-20,"2,731","3,544",21,0,"2,633","1,451",791,0,0,66,126,52,0,38,0,0,69,41,82,72,150,18,20,0,57,0,"4,350",300,291,268,310,338,278,276,281,345,280,395,277,133,279,299,"3,462",375,"1,224",999,0,864,5,0,3,2,33,5,27,1,0,0,"19,021"
31-Jan-20,"2,738","3,536",21,0,"2,635","1,428",812,0,0,73,153,51,0,35,0,0,71,41,75,67,151,18,20,0,57,0,"4,364",300,291,268,310,338,280,276,281,353,280,396,281,133,278,299,"3,462",375,"1,223",999,0,865,5,0,3,2,32,4,27,1,0,0,"19,033"
Avg Population,"2,929","3,769",23,0,"2,596","1,291",783,0,0,68,144,50,0,36,0,0,76,41,77,68,137,18,18,0,50,0,"4,257",292,291,264,305,333,274,251,276,340,272,381,278,135,271,295,"3,487",375,"1,239",996,0,877,6,0,3,3,26,7,16,2,0,1,"19,166"
