date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,155","1,824","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,821"
1-Aug-06,"4,474","3,258","2,024","1,745","1,778",91,102,94,99,100,99,101,101,102,89,92,86,224,99,100,98,101,"3,055",292,280,280,280,274,250,280,280,279,280,280,"4,830",957,857,992,128,948,948,15,6,6,3,5,6,"21,190"
2-Aug-06,"4,495","3,261","1,994","1,771","1,777",91,102,95,100,99,98,101,101,102,89,90,86,223,101,99,98,102,"3,050",292,280,279,280,272,251,277,281,279,280,279,"4,836",959,857,995,128,948,949,15,6,6,3,5,5,"21,209"
3-Aug-06,"4,485","3,276","2,016","1,761","1,773",91,101,94,101,97,98,101,99,102,90,90,87,224,100,98,98,102,"3,050",293,280,278,280,272,250,279,281,279,280,278,"4,853",958,857,994,128,950,966,15,6,6,3,5,5,"21,239"
4-Aug-06,"4,472","3,269","2,015","1,775","1,758",90,100,94,102,101,98,99,95,100,90,89,86,219,100,95,100,100,"3,050",293,280,278,280,274,250,280,280,279,278,278,"4,863",970,859,995,128,946,965,14,5,6,3,5,31,"21,252"
5-Aug-06,"4,469","3,266","2,014","1,775","1,758",90,100,95,102,101,98,99,95,100,90,88,86,219,100,95,100,100,"3,049",292,280,278,280,274,250,280,280,279,278,278,"4,863",970,859,995,128,946,965,14,5,6,3,5,31,"21,244"
6-Aug-06,"4,467","3,266","2,014","1,775","1,755",90,100,94,101,101,97,99,95,100,90,88,86,219,100,95,100,100,"3,047",292,280,277,280,274,250,280,280,279,277,278,"4,859",968,859,995,128,946,963,14,5,6,3,5,29,"21,231"
7-Aug-06,"4,460","3,298","2,025","1,758","1,778",92,100,94,101,102,100,100,97,99,90,91,88,222,101,98,101,102,"3,046",293,280,277,280,274,249,280,280,278,278,277,"4,862",969,859,995,127,946,966,15,6,6,3,5,4,"21,251"
8-Aug-06,"4,456","3,331","2,018","1,740","1,772",89,100,93,100,102,100,100,97,99,90,89,89,223,101,97,101,102,"3,045",293,279,280,280,273,246,279,280,279,280,276,"4,867",973,859,995,127,950,963,15,6,6,3,5,5,"21,254"
9-Aug-06,"4,469","3,332","2,016","1,729","1,769",88,100,92,99,100,101,100,102,102,91,89,88,222,101,97,98,99,"3,039",291,279,279,280,273,243,280,279,280,279,276,"4,871",972,866,995,128,947,963,15,6,6,3,5,5,"21,250"
