Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,529","3,293","2,066","1,953","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,058",294,280,280,280,274,250,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"21,837"
1-Jun-06,"4,480","3,190","1,924","1,735","1,764",89,101,95,101,101,95,101,101,102,91,89,84,215,100,102,98,99,"3,052",293,279,280,280,272,250,280,280,279,280,279,"4,881",971,873,994,128,941,974,15,6,5,4,5,5,"21,051"
2-Jun-06,"4,484","3,219","1,950","1,721","1,652",81,97,90,92,93,87,91,92,99,81,82,78,210,96,93,92,98,"3,051",294,279,280,280,272,249,278,280,280,280,279,"4,875",971,873,994,128,945,964,14,5,5,4,5,115,"21,086"
3-Jun-06,"4,478","3,218","1,944","1,721","1,651",82,97,90,92,93,87,91,92,99,79,82,78,210,96,93,92,98,"3,051",294,279,280,280,272,249,278,280,280,280,279,"4,874",970,873,994,128,945,964,14,5,5,4,5,114,"21,070"
4-Jun-06,"4,478","3,215","1,944","1,721","1,653",82,97,91,93,93,87,91,92,99,80,82,78,210,96,93,92,97,"3,050",294,279,280,280,272,249,278,280,280,279,279,"4,874",970,873,994,128,945,964,14,5,5,4,5,111,"21,065"
5-Jun-06,"4,479","3,210","1,942","1,707","1,767",88,100,95,101,101,100,101,101,101,90,87,86,218,97,98,102,101,"3,048",294,279,280,279,272,249,278,280,280,278,279,"4,866",968,871,995,127,944,961,14,5,5,4,5,4,"21,042"
6-Jun-06,"4,476","3,225","1,964","1,765","1,764",87,101,94,101,101,100,101,99,101,89,89,83,218,102,96,102,100,"3,041",294,279,280,279,272,245,278,280,280,275,279,"4,869",967,871,995,127,948,961,14,5,5,4,5,4,"21,127"
7-Jun-06,"4,486","3,204","1,969","1,747","1,767",91,102,94,102,101,100,101,101,102,89,87,82,218,101,96,98,102,"3,045",293,279,280,280,273,244,280,280,280,277,279,"4,880",971,876,995,127,951,960,14,5,5,4,5,4,"21,121"
8-Jun-06,"4,508","3,198","1,981","1,758","1,768",92,101,94,102,99,100,101,102,101,87,87,82,218,102,101,97,102,"3,041",293,276,280,280,273,244,280,280,278,278,279,"4,877",968,876,995,127,952,959,13,4,5,4,5,3,"21,152"
9-Jun-06,"4,516","3,190","1,989","1,745","1,702",85,96,90,97,93,95,91,96,100,86,86,82,210,101,101,100,93,"3,052",292,280,280,280,273,250,278,280,279,280,280,"4,874",973,874,995,128,952,952,13,4,5,4,5,64,"21,150"
