Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,487","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,796"
1-Sep-09,"3,911","3,200","2,914","1,470","1,592",62,77,76,85,70,95,94,70,97,87,79,87,249,98,82,90,94,"2,920",280,263,263,265,259,263,266,265,265,266,265,"5,540",957,"1,361",982,"1,265",975,10,5,3,2,6,13,"21,576"
2-Sep-09,"3,920","3,236","2,869","1,475","1,589",61,77,75,86,70,95,94,69,95,87,82,87,247,98,82,90,94,"2,925",279,265,263,265,260,268,263,264,266,266,266,"5,542",957,"1,361",984,"1,264",976,10,5,3,2,6,16,"21,588"
3-Sep-09,"3,930","3,251","2,826","1,528","1,586",62,77,75,83,72,94,93,67,96,85,80,90,247,98,82,91,94,"2,929",279,264,265,266,260,268,264,266,266,265,266,"5,538",957,"1,360",983,"1,263",975,10,5,3,2,6,14,"21,618"
4-Sep-09,"3,925","3,285","2,766","1,562","1,588",63,77,74,82,72,94,93,67,95,85,84,90,248,98,82,90,94,"2,930",280,264,265,266,260,268,266,265,266,264,266,"5,520",957,"1,358",983,"1,248",974,10,5,3,2,6,14,"21,606"
5-Sep-09,"3,921","3,285","2,762","1,526","1,588",63,77,74,82,72,94,93,67,95,85,84,90,248,98,82,90,94,"2,927",279,264,264,266,260,268,266,265,265,264,266,"5,520",957,"1,358",983,"1,248",974,10,5,3,2,6,14,"21,559"
6-Sep-09,"3,916","3,285","2,761","1,562","1,585",63,77,72,82,72,94,92,67,95,85,84,90,248,98,82,90,94,"2,927",279,264,264,266,260,268,266,265,265,264,266,"5,518",957,"1,358",983,"1,246",974,10,5,3,2,6,15,"21,585"
7-Sep-09,"3,916","3,285","2,763","1,562","1,585",62,77,74,82,72,94,92,67,95,85,83,90,248,98,82,90,94,"2,925",279,264,264,266,260,268,266,264,264,264,266,"5,515",957,"1,358",983,"1,243",974,10,5,3,2,6,14,"21,581"
8-Sep-09,"3,917","3,282","2,736","1,562","1,538",60,71,71,78,72,93,88,66,92,79,85,89,239,95,78,88,94,"2,930",280,264,265,266,260,268,266,265,266,264,266,"5,529",956,"1,357",980,"1,263",973,10,5,3,2,6,7,"21,517"
9-Sep-09,"3,926","3,317","2,691","1,578","1,528",58,71,71,77,71,92,87,69,92,77,86,87,236,95,78,87,94,"2,932",280,265,266,266,260,266,266,265,268,264,266,"5,537",957,"1,361",983,"1,261",975,10,5,3,2,6,12,"21,537"
