Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,381","2,484","1,741","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,160"
1-Mar-07,"4,453","3,460","2,322","1,802","1,767",92,100,95,102,100,99,100,102,100,90,87,85,215,100,102,98,100,"3,066",293,280,277,280,270,270,277,279,281,279,280,"4,896",970,889,993,128,947,969,12,3,6,3,5,8,"21,791"
2-Mar-07,"4,406","3,463","2,351","1,829","1,712",86,96,94,98,97,93,99,102,98,87,83,88,209,99,98,92,93,"3,063",291,279,275,280,270,269,280,280,281,280,278,"4,902",972,889,994,128,950,969,12,3,6,3,5,62,"21,805"
3-Mar-07,"4,403","3,462","2,351","1,829","1,711",86,96,94,98,97,93,99,102,98,86,83,89,208,99,98,92,93,"3,060",290,279,275,280,270,268,280,279,281,280,278,"4,902",972,889,994,128,950,969,12,3,6,3,5,60,"21,795"
4-Mar-07,"4,401","3,461","2,350","1,829","1,711",86,95,94,98,97,93,99,102,98,87,83,89,208,99,98,92,93,"3,059",290,279,275,280,270,267,280,279,281,280,278,"4,900",971,889,994,128,949,969,12,3,6,3,5,60,"21,788"
5-Mar-07,"4,420","3,443","2,346","1,831","1,768",92,101,95,102,102,99,99,101,99,91,84,90,213,100,102,100,98,"3,064",289,279,275,280,274,271,280,278,280,280,278,"4,906",972,891,992,128,952,971,12,3,6,3,5,4,"21,799"
6-Mar-07,"4,425","3,445","2,359","1,846","1,767",92,100,94,102,102,98,99,100,99,92,83,90,218,99,101,100,98,"3,070",294,280,271,280,275,271,280,279,280,280,280,"4,902",967,891,991,128,954,971,12,3,6,3,5,7,"21,838"
7-Mar-07,"4,420","3,473","2,363","1,847","1,764",92,100,94,100,102,98,99,100,99,92,83,90,217,99,101,100,98,"3,074",294,280,276,280,274,274,279,279,280,279,279,"4,906",971,886,991,128,952,978,12,3,6,3,5,8,"21,872"
8-Mar-07,"4,425","3,448","2,379","1,890","1,757",91,98,93,100,100,84,102,102,102,89,84,92,219,98,101,100,102,"3,073",294,280,278,280,272,274,280,279,280,278,278,"4,910",971,891,994,128,951,975,12,3,6,3,5,4,"21,903"
9-Mar-07,"4,448","3,417","2,370","1,899","1,729",84,94,94,96,94,97,97,100,102,87,83,90,216,100,100,97,98,"3,075",291,280,277,280,275,274,280,280,280,279,279,"4,906",970,892,994,128,954,968,10,3,4,3,5,57,"21,916"
