date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,458","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,551"
19-Mar-10,"3,885","3,320","3,115","1,430","1,728",84,94,83,97,99,100,99,90,97,86,91,91,240,97,85,97,98,"2,531",235,223,222,224,219,225,283,224,227,224,225,"5,202",901,"1,264",900,"1,190",947,10,6,2,2,6,40,"21,267"
20-Mar-10,"3,879","3,319","3,114","1,430","1,726",84,94,83,98,99,97,99,90,97,86,91,91,240,97,85,97,98,"2,530",235,223,222,224,218,225,283,224,227,224,225,"5,200",901,"1,264",900,"1,189",946,10,6,2,2,6,39,"21,253"
21-Mar-10,"3,879","3,319","3,114","1,430","1,725",84,94,83,97,99,97,99,90,97,86,91,91,240,97,85,97,98,"2,528",235,223,222,223,218,225,283,224,227,224,224,"5,197",900,"1,263",900,"1,189",945,10,6,2,2,6,39,"21,247"
22-Mar-10,"3,873","3,286","3,099","1,469","1,768",84,94,91,100,99,98,101,97,102,92,87,92,241,100,93,102,95,"2,531",235,223,224,224,217,225,284,224,227,224,224,"5,204",901,"1,261",900,"1,196",946,10,6,2,2,6,12,"21,258"
23-Mar-10,"3,832","3,303","3,117","1,459","1,793",84,101,92,100,101,99,101,97,102,92,92,90,240,102,100,102,98,"2,530",235,223,224,224,218,224,283,224,227,224,224,"5,197",901,"1,261",900,"1,190",945,12,6,4,2,6,8,"21,257"
24-Mar-10,"3,827","3,302","3,093","1,464","1,775",85,97,91,101,97,98,101,97,99,89,91,93,238,102,98,101,97,"2,524",233,222,221,224,219,223,284,224,227,223,224,"5,201",901,"1,265",899,"1,187",949,11,5,4,2,6,9,"21,212"
25-Mar-10,"3,801","3,299","3,107","1,462","1,764",85,97,91,98,98,97,101,95,97,88,89,93,235,101,97,101,101,"2,522",231,222,221,225,219,222,284,225,227,222,224,"5,213",901,"1,264",902,"1,196",950,11,5,4,2,6,11,"21,196"
26-Mar-10,"3,795","3,318","3,113","1,446","1,744",85,97,89,98,97,97,99,94,95,87,88,92,232,100,96,100,98,"2,529",235,220,224,224,219,224,285,225,227,223,223,"5,206",901,"1,262",900,"1,193",950,11,5,4,2,6,24,"21,192"
27-Mar-10,"3,793","3,318","3,112","1,446","1,742",85,96,89,97,97,97,99,94,95,87,88,92,232,100,96,100,98,"2,528",235,220,224,223,219,224,285,225,227,223,223,"5,202",900,"1,262",900,"1,191",949,11,5,4,2,6,23,"21,181"
