date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,872","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,681"
19-Apr-13,"3,373","3,332",28,"3,239","2,350","1,552",92,73,75,79,84,74,78,81,89,77,92,84,239,98,81,70,86,"4,425",296,370,280,300,279,279,274,280,354,279,277,279,297,281,300,"4,317",0,"1,123",999,"1,300",895,30,3,4,4,0,19,"22,646"
20-Apr-13,"3,371","3,328",28,"3,239","2,350","1,548",92,73,75,78,84,74,78,81,88,77,92,83,239,97,81,70,86,"4,420",296,369,280,300,279,278,274,280,353,279,277,279,297,280,299,"4,314",0,"1,123",999,"1,300",892,20,3,4,4,0,9,"22,618"
21-Apr-13,"3,370","3,331",28,"3,239","2,350","1,545",92,73,75,78,84,74,78,81,88,76,92,81,239,97,81,70,86,"4,417",296,369,280,299,279,278,274,280,353,279,276,279,296,280,299,"4,311",0,"1,122",998,"1,300",891,30,3,4,3,0,20,"22,621"
22-Apr-13,"3,384","3,343",29,"3,246","2,327","1,542",91,73,74,81,86,72,78,81,88,76,93,81,237,97,79,69,86,"4,420",296,369,280,299,280,280,274,279,352,278,280,279,296,279,299,"4,310",0,"1,123",997,"1,299",891,24,3,4,3,0,14,"22,625"
23-Apr-13,"3,384","3,363",29,"3,246","2,307","1,551",91,73,74,81,85,73,78,81,87,80,92,82,239,99,82,68,86,"4,425",296,369,280,299,279,280,274,279,355,279,280,280,296,279,300,"4,309",0,"1,123",997,"1,298",891,25,4,4,3,0,14,"22,639"
24-Apr-13,"3,372","3,369",27,"3,247","2,312","1,554",91,73,74,81,86,73,77,80,91,80,91,86,237,98,82,68,86,"4,425",296,369,280,298,279,280,274,280,355,281,280,280,295,278,300,"4,308",0,"1,125",996,"1,298",889,26,4,4,3,0,15,"22,640"
25-Apr-13,"3,369","3,357",26,"3,253","2,307","1,568",91,74,74,86,85,73,77,79,92,80,92,86,243,95,82,71,88,"4,432",299,369,280,300,280,280,274,280,353,280,280,280,298,279,300,"4,306",0,"1,123",995,"1,298",890,19,3,4,3,0,9,"22,637"
26-Apr-13,"3,367","3,370",26,"3,240","2,321","1,575",92,76,80,86,85,73,77,80,92,78,92,83,242,94,82,75,88,"4,427",299,366,279,300,279,279,274,280,353,280,281,279,298,280,300,"4,280",0,"1,124",999,"1,269",888,23,3,6,3,0,11,"22,629"
27-Apr-13,"3,365","3,368",27,"3,239","2,322","1,574",92,76,80,86,85,73,77,80,92,78,92,83,242,94,82,75,87,"4,424",299,366,279,299,279,279,274,280,353,280,280,278,298,280,300,"4,280",0,"1,124",999,"1,269",888,23,3,6,3,0,11,"22,622"
