date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,3590,"3,858",58,,"3,082","1,781","1,348",0,0,96,102,102,0,0,82,20,102,92,93,93,182,28,50,82,20,102,102,0,"4,494",300,369,280,310,280,280,274,280,355,280,280,326,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"24,199"
19-Jan-17,3314,"3,392",26,4,"3,055","1,288",950,0,0,70,73,55,0,0,66,6,78,82,79,51,161,3,20,56,18,73,59,0,"3,770",239,292,224,248,221,219,273,275,343,198,256,307,213,224,238,"3,060",0,"1,172",996,0,892,14,4,6,4,"18,873"
20-Jan-17,3320,"3,332",26,4,"3,045","1,337",947,0,0,70,73,55,0,0,64,5,82,80,79,49,158,3,20,56,18,74,61,0,"3,778",240,293,224,248,217,222,273,275,352,198,256,307,213,223,237,"3,057",0,"1,170",999,0,888,14,4,6,4,"18,860"
21-Jan-17,3319,"3,329",26,4,"3,045","1,337",941,0,0,70,72,55,0,0,62,5,82,80,79,49,158,3,19,54,18,74,61,0,"3,777",240,293,224,248,217,222,273,275,352,198,255,307,213,223,237,"3,056",0,"1,170",998,0,888,14,4,6,4,"18,848"
22-Jan-17,3318,"3,327",26,4,"3,045","1,337",937,0,0,70,72,55,0,0,59,5,82,80,79,49,158,3,19,53,18,74,61,0,"3,777",240,293,224,248,217,222,273,275,352,198,255,307,213,223,237,"3,057",0,"1,171",998,0,888,14,4,6,4,"18,842"
23-Jan-17,3354,"3,298",24,4,"3,065","1,289",942,0,0,69,70,54,0,0,54,6,82,82,86,49,162,3,19,51,18,75,62,0,"3,780",240,293,223,247,223,222,270,273,350,200,255,307,213,223,241,"3,068",0,"1,176","1,000",0,892,14,4,6,4,"18,838"
24-Jan-17,3352,"3,334",24,4,"3,067","1,265",936,0,0,69,71,54,0,0,50,6,74,82,86,55,162,3,19,50,18,75,62,0,"3,782",240,293,223,246,223,222,270,270,350,200,255,307,223,220,240,"3,066",0,"1,175",999,0,892,13,4,6,3,"18,843"
25-Jan-17,"3,363","3,296",24,4,"3,070","1,241",944,0,0,68,72,54,0,0,52,6,74,82,86,58,162,3,19,49,18,75,66,0,"3,800",239,294,224,248,224,223,274,280,352,199,253,307,223,221,239,"3,080",0,"1,180",999,0,901,13,4,6,3,"18,835"
26-Jan-17,"3,373","3,347",24,4,"3,067","1,229",939,0,0,68,72,54,0,0,51,6,73,82,86,57,160,3,19,47,18,75,68,0,"3,788",239,289,224,248,224,223,274,279,352,198,252,307,222,220,237,"3,077",0,"1,179",999,0,899,11,4,4,3,"18,859"
27-Jan-17,"3,362","3,349",24,10,"3,067","1,236",943,0,0,68,70,54,0,0,61,6,72,85,83,57,157,3,18,51,18,75,65,0,"3,790",239,294,224,248,224,223,274,276,348,198,252,307,222,221,240,"3,076",0,"1,177","1,000",0,899,12,4,6,2,"18,869"
28-Jan-17,"3,362","3,349",24,10,"3,067","1,236",942,0,0,68,70,54,0,0,61,6,72,85,83,56,157,3,18,51,18,75,65,0,"3,787",239,294,224,248,224,223,274,276,348,198,252,307,222,218,240,"3,076",0,"1,177","1,000",0,899,12,4,6,2,"18,865"
29-Jan-17,"3,362","3,349",24,10,"3,064","1,236",936,0,0,68,70,54,0,0,57,6,72,85,83,56,157,3,17,50,18,75,65,0,"3,784",239,294,224,248,223,223,273,276,348,198,252,307,221,218,240,"3,076",0,"1,177","1,000",0,899,12,4,6,2,"18,853"
30-Jan-17,"3,369","3,356",25,10,"3,068","1,249",938,0,0,68,71,53,0,0,58,7,72,85,83,56,157,3,17,50,18,75,65,0,"3,784",239,294,224,248,222,222,273,280,349,200,251,305,220,219,238,"3,072",0,"1,174","1,000",0,898,14,4,6,4,"18,885"
31-Jan-17,3367,3414,25,10,3068,1231,932,0,0,68,70,53,0,0,56,7,69,85,86,58,157,2,17,48,17,74,65,0,"3,776",239,292,224,248,222,221,273,279,349,199,251,304,220,217,238,"3,071",0,"1,173","1,000",0,898,14,4,6,4,"18,908"
Avg Population,3352,3402,26,5,3054,1192,960,0,0,67,72,55,0,0,60,7,78,83,81,53,161,3,20,55,17,74,61,0,3844,239,292,224,248,230,222,272,274,349,198,257,309,216,228,241,3080,0,1177,999,0,897,11,4,5,3,18925
