date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,466","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,775"
10-Jan-10,"3,926","3,242","3,086","1,523","1,660",76,92,84,84,96,94,95,91,89,80,88,86,239,89,93,90,94,"2,730",255,240,239,241,237,242,308,241,242,241,244,"5,239",899,"1,303",898,"1,188",951,7,5,2,0,6,104,"21,523"
11-Jan-10,"3,924","3,238","3,079","1,525","1,733",84,96,92,91,98,100,99,96,95,87,88,90,239,96,93,94,95,"2,729",255,240,239,241,236,242,308,241,242,241,244,"5,219",898,"1,301",897,"1,172",951,10,6,3,1,6,14,"21,477"
12-Jan-10,"3,924","3,238","3,078","1,528","1,726",84,95,92,91,97,100,96,96,95,87,92,90,239,92,92,94,94,"2,727",255,240,237,241,236,242,308,241,242,241,244,"5,215",898,"1,301",896,"1,169",951,10,6,3,1,6,14,"21,466"
13-Jan-10,"3,889","3,224","3,072","1,534","1,659",81,92,87,90,95,94,93,85,92,84,93,91,229,88,91,90,84,"2,722",255,239,237,240,235,242,308,240,242,240,244,"5,195",898,"1,300",893,"1,154",950,11,6,3,2,6,15,"21,327"
14-Jan-10,"3,884","3,221","3,070","1,550","1,640",81,92,87,88,94,94,92,84,91,83,86,90,227,86,91,90,84,"2,719",254,239,237,240,235,242,308,239,242,239,244,"5,190",898,"1,299",893,"1,150",950,11,6,3,2,6,0,"21,291"
15-Jan-10,"3,878","3,183","3,048","1,595","1,578",74,89,88,81,98,84,86,88,88,80,84,85,221,81,88,84,79,"2,720",254,240,237,240,235,242,308,239,242,239,244,"5,230",897,"1,299",893,"1,192",949,9,5,3,1,6,83,"21,330"
16-Jan-10,"3,876","3,182","3,046","1,595","1,575",73,89,87,81,98,84,86,88,88,79,84,85,221,81,88,84,79,"2,720",254,240,237,240,235,242,308,239,242,239,244,"5,228",897,"1,298",893,"1,191",949,9,5,3,1,6,84,"21,321"
17-Jan-10,"3,876","3,183","3,045","1,595","1,573",73,89,87,81,98,84,86,88,88,79,84,85,221,79,88,84,79,"2,719",254,240,237,240,235,242,308,239,242,238,244,"5,228",897,"1,298",893,"1,191",949,9,5,3,1,6,86,"21,320"
18-Jan-10,"3,876","3,185","3,047","1,600","1,640",80,92,91,88,101,92,92,88,89,81,86,89,226,84,90,88,83,"2,717",254,240,237,240,234,242,308,238,242,238,244,"5,225",897,"1,297",893,"1,189",949,10,6,3,1,6,14,"21,320"
