Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,425","2,784","1,787","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,550"
19-Jul-07,"4,461","3,446","2,611","1,813","1,790",92,100,96,101,101,102,102,99,101,92,90,93,221,95,102,101,102,"3,057",294,280,275,280,271,272,278,277,277,278,275,"4,888",969,873,994,128,945,979,12,3,6,3,5,13,"22,096"
20-Jul-07,"4,456","3,430","2,625","1,822","1,708",85,93,89,94,98,98,101,97,99,84,89,87,214,88,98,99,95,"3,061",294,278,275,280,272,271,279,279,278,280,275,"4,885",965,872,994,128,948,978,12,3,6,3,5,87,"22,091"
21-Jul-07,"4,447","3,426","2,621","1,822","1,708",85,93,89,94,98,98,101,97,99,84,89,87,214,88,98,99,95,"3,060",293,278,275,280,272,271,279,279,278,280,275,"4,884",965,871,994,128,948,978,12,3,6,3,5,86,"22,071"
22-Jul-07,"4,445","3,425","2,618","1,822","1,707",85,93,89,94,98,98,101,97,99,84,89,87,214,88,98,99,94,"3,058",293,278,275,279,272,271,279,279,278,279,275,"4,882",965,870,994,128,948,977,12,3,6,3,5,86,"22,060"
23-Jul-07,"4,461","3,455","2,607","1,837","1,777",91,101,95,97,99,101,100,102,101,90,90,93,221,95,100,101,100,"3,060",294,278,275,280,273,272,276,279,279,279,275,"4,870",964,870,994,128,942,972,12,3,6,3,5,14,"22,098"
24-Jul-07,"4,446","3,483","2,600","1,807","1,787",91,101,96,97,101,101,102,102,100,91,90,92,221,99,101,101,101,"3,062",295,277,274,280,271,275,277,280,278,278,277,"4,862",964,870,994,127,941,966,12,3,6,3,5,12,"22,076"
25-Jul-07,"4,484","3,477","2,629","1,773","1,788",92,102,94,99,101,101,102,100,102,91,89,90,223,102,99,102,99,"3,066",294,276,276,280,270,273,280,280,279,280,278,"4,831",970,877,996,85,944,959,12,3,6,3,5,16,"22,081"
26-Jul-07,"4,480","3,495","2,651","1,772","1,778",91,101,93,99,100,101,101,99,100,92,89,89,221,102,99,102,99,"3,073",294,276,280,280,271,271,280,281,280,280,280,"4,803",969,877,995,33,945,984,12,3,6,3,5,15,"22,084"
27-Jul-07,"4,482","3,448","2,708","1,787","1,736",88,97,93,96,98,99,98,97,99,87,88,88,215,99,98,97,99,"3,075",294,276,279,280,275,271,280,281,280,280,279,"4,769",969,876,995,1,944,984,12,3,6,3,5,0,"22,022"
