Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,558","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,984"
10-Jun-09,"4,122","3,358","3,042","1,543","1,585",83,81,87,83,78,94,77,88,82,78,89,78,246,86,83,75,97,"2,914",280,268,265,254,260,263,266,266,266,260,266,"5,500",957,"1,363",983,"1,223",974,10,5,4,1,6,13,"22,093"
11-Jun-09,"4,127","3,353","3,021","1,509","1,575",83,80,84,80,78,98,81,86,80,76,89,77,248,86,82,72,95,"2,913",279,266,263,254,259,268,266,265,266,261,266,"5,496",956,"1,360",983,"1,225",972,10,5,4,1,6,12,"22,022"
12-Jun-09,"4,125","3,303","3,027","1,551","1,558",82,78,84,82,81,96,78,85,84,80,85,69,241,87,80,71,95,"2,911",280,265,263,250,260,267,265,264,266,265,266,"5,496",957,"1,358",982,"1,222",977,10,5,4,1,6,57,"22,044"
13-Jun-09,"4,122","3,303","3,025","1,551","1,554",82,77,84,82,81,96,78,85,84,79,85,67,241,86,80,71,96,"2,911",280,265,263,250,260,267,265,264,266,265,266,"5,494",957,"1,358",981,"1,221",977,10,5,4,1,6,50,"22,026"
14-Jun-09,"4,122","3,301","3,025","1,551","1,553",82,77,84,82,81,96,78,85,84,79,85,67,241,85,80,71,96,"2,909",280,265,263,250,260,267,265,263,265,265,266,"5,493",957,"1,358",980,"1,221",977,10,5,4,1,6,50,"22,020"
15-Jun-09,"4,118","3,296","3,039","1,536","1,593",83,79,87,83,80,96,80,86,85,82,88,75,250,85,82,75,97,"2,913",281,265,265,248,260,266,265,265,266,266,266,"5,496",955,"1,359",983,"1,221",978,10,5,4,1,6,5,"22,012"
16-Jun-09,"4,114","3,342","3,023","1,541","1,592",79,78,87,83,79,100,80,86,82,82,88,80,249,87,81,75,96,"2,916",281,266,266,248,260,266,266,266,266,265,266,"5,500",954,"1,361",983,"1,225",977,10,5,4,1,6,5,"22,049"
17-Jun-09,"4,125","3,325","3,031","1,543","1,596",79,78,87,83,83,100,80,86,78,82,92,80,249,87,81,75,96,"2,914",281,266,265,250,260,265,266,265,266,264,266,"5,496",955,"1,359",981,"1,227",974,10,5,4,1,6,6,"22,052"
18-Jun-09,"4,111","3,288","3,027","1,527","1,614",79,88,85,83,83,99,82,85,83,82,90,79,249,95,80,74,98,"2,909",281,267,264,250,260,265,266,265,263,263,265,"5,494",954,"1,359",983,"1,226",972,10,5,4,1,6,7,"21,993"
