date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,543","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,763",294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,236"
1-Dec-10,"3,225","3,191","3,187","1,618","1,554",75,89,71,83,75,79,89,82,97,84,89,63,217,98,87,79,97,"3,000",233,222,237,223,224,219,221,284,224,223,225,224,241,"5,263",901,"1,359",917,"1,200",886,8,4,2,2,5,7,"21,058"
2-Dec-10,"3,234","3,191","3,182","1,630","1,561",80,88,73,83,74,79,91,85,95,83,90,63,217,99,86,79,96,"3,000",233,223,236,223,224,218,222,284,225,223,225,223,241,"5,261",901,"1,361",916,"1,198",885,8,4,2,2,5,9,"21,081"
3-Dec-10,"3,255","3,138","3,188","1,627","1,577",80,86,71,87,78,79,100,84,99,83,89,63,218,99,87,78,96,"3,006",233,223,237,224,224,218,223,284,225,224,225,225,241,"5,257",902,"1,361",914,"1,196",884,8,4,2,2,5,11,"21,072"
4-Dec-10,"3,248","3,134","3,184","1,627","1,578",80,86,72,87,78,79,100,84,99,83,89,63,218,99,87,78,96,"3,005",233,223,236,224,224,218,223,284,225,224,225,225,241,"5,254",902,"1,361",914,"1,195",882,8,4,2,2,5,10,"21,053"
5-Dec-10,"3,244","3,135","3,183","1,627","1,576",80,86,72,87,78,79,100,84,99,82,89,62,218,99,87,78,96,"3,003",233,223,236,224,224,217,223,284,225,224,225,224,241,"5,251",902,"1,360",914,"1,194",881,8,4,2,2,5,12,"21,044"
6-Dec-10,"3,253","3,172","3,177","1,623","1,556",80,83,72,87,78,79,97,84,97,82,88,61,218,99,82,74,95,"3,012",234,223,241,225,224,219,223,284,225,224,224,224,242,"5,240",902,"1,359",913,"1,186",880,8,4,2,2,5,13,"21,059"
7-Dec-10,"3,250","3,186","3,174","1,614","1,558",81,83,72,87,78,83,94,83,97,78,89,63,220,99,82,74,95,"3,011",234,223,241,225,224,220,223,284,225,223,224,224,241,"5,241",899,"1,358",912,"1,189",883,9,4,3,2,5,13,"21,061"
8-Dec-10,"3,253","3,201","3,171","1,612","1,548",81,82,72,87,78,83,94,83,96,76,89,62,216,98,82,74,95,"3,003",233,222,240,224,224,219,224,283,224,223,224,223,240,"5,251",903,"1,361",911,"1,194",882,9,4,3,2,5,13,"21,066"
9-Dec-10,"3,262","3,161","3,177","1,620","1,576",81,82,72,87,78,83,99,82,101,87,90,64,216,97,82,74,101,"3,005",233,222,240,224,224,219,224,284,225,224,223,222,241,"5,256",903,"1,356",911,"1,200",886,9,4,3,2,5,14,"21,085"
