Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,722","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,148"
1-Jan-09,"3,920","3,492","3,144","1,829","1,811",91,99,96,100,101,101,97,101,101,88,92,89,250,100,101,102,102,"3,081",289,280,280,280,274,280,280,279,280,280,279,"5,501",955,"1,360",983,"1,226",977,11,4,4,3,6,6,"22,801"
2-Jan-09,"3,915","3,486","3,145","1,829","1,807",91,99,96,99,101,101,97,100,100,88,92,89,250,100,101,102,101,"3,076",289,280,278,280,274,280,280,278,279,280,278,"5,498",954,"1,359",983,"1,226",976,11,4,4,3,6,7,"22,780"
3-Jan-09,"3,917","3,486","3,144","1,829","1,802",91,98,96,99,101,101,96,99,100,88,92,89,250,99,100,102,101,"3,071",289,280,278,280,272,280,279,278,279,279,277,"5,498",954,"1,359",983,"1,226",976,11,4,4,3,6,7,"22,771"
4-Jan-09,"3,914","3,484","3,144","1,829","1,803",91,98,96,99,101,101,96,99,100,88,92,89,250,100,100,102,101,"3,070",289,280,278,280,271,280,279,278,279,279,277,"5,498",954,"1,359",983,"1,226",976,11,4,4,3,6,8,"22,767"
5-Jan-09,"3,957","3,477","3,137","1,805","1,807",91,98,95,102,100,102,96,99,101,87,92,90,251,101,100,102,100,"3,065",288,279,278,280,270,280,279,277,279,279,276,"5,498",954,"1,361",984,"1,225",974,11,4,4,3,6,3,"22,766"
6-Jan-09,"4,002","3,448","3,137","1,815","1,795",90,98,93,101,100,102,96,99,95,87,92,90,251,101,100,98,102,"3,051",281,277,277,278,269,280,279,277,279,279,275,"5,503",958,"1,363",981,"1,225",976,11,4,4,3,6,6,"22,774"
7-Jan-09,"4,005","3,484","3,140","1,809","1,792",90,99,93,100,102,101,95,99,95,86,92,90,250,100,100,98,102,"3,037",281,276,276,279,270,278,278,273,273,279,274,"5,504",958,"1,364",981,"1,225",976,11,4,4,3,6,7,"22,795"
8-Jan-09,"4,070","3,438","3,146","1,800","1,807",90,99,95,101,102,102,102,99,102,87,92,91,250,99,98,97,101,"3,030",278,277,276,279,269,274,277,274,273,279,274,"5,498",956,"1,365",983,"1,219",975,12,4,4,4,6,9,"22,816"
9-Jan-09,"4,088","3,447","3,128","1,769","1,709",80,94,90,100,99,94,94,94,96,84,88,82,246,89,93,89,97,"3,019",277,277,276,278,268,274,274,271,272,279,273,"5,500",955,"1,363",982,"1,223",977,8,4,2,2,6,107,"22,781"
