Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity 1-Oct-17,"3,590","3,750",58,0,"3,082","1,781","1,188",0,0,96,102,102,0,0,82,20,62,58,93,93,178,28,50,82,20,60,62,0,"4,494",300,369,280,310,280,280,274,280,355,280,280,326,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,164,40,34,8,42,40,"24,095"
,"3,322","3,501",33,26,"3,048","1,394",888,0,0,64,70,59,0,0,70,19,62,46,71,47,161,10,7,75,15,55,57,0,"3,803",236,294,259,283,272,222,274,274,343,200,221,261,204,220,240,"3,075",0,"1,192",995,0,888,13,4,5,4,41,2,33,4,0,2,"19,144"
2-Oct-17,"3,339","3,504",33,28,"3,043","1,391",893,0,0,64,70,59,0,0,70,19,62,48,72,47,162,10,7,75,14,57,57,0,"3,801",240,293,259,283,273,221,272,273,343,200,221,260,204,220,239,"3,081",0,"1,189",994,0,898,13,4,5,4,42,2,33,5,0,2,"19,168"
3-Oct-17,"3,329","3,340",33,28,"3,038","1,353",889,0,0,64,71,59,0,0,66,19,62,48,72,47,160,10,7,75,14,59,56,0,"3,804",240,292,259,283,273,220,273,272,343,200,223,260,209,218,239,"3,085",0,"1,187","1,000",0,898,12,4,5,3,44,2,35,5,0,2,"18,955"
4-Oct-17,"3,319","3,542",33,26,"3,043","1,335",883,0,0,64,71,59,0,0,65,19,61,48,72,46,158,10,7,74,14,59,56,0,"3,819",240,292,264,288,274,220,273,277,343,199,223,260,209,218,239,"3,080",0,"1,184",999,0,897,11,3,5,3,43,2,34,5,0,2,"19,134"
5-Oct-17,"3,314","3,555",32,26,"3,034","1,360",881,0,0,64,71,59,0,0,65,19,62,48,72,45,157,10,5,74,14,59,57,0,"3,827",240,292,264,288,272,222,273,280,348,197,223,261,209,219,239,"3,084",0,"1,183",998,0,903,11,3,5,3,42,2,33,5,0,2,"19,166"
6-Oct-17,"3,336","3,498",31,17,"3,044","1,350",894,0,0,63,72,59,0,0,77,17,59,47,71,43,151,10,18,81,14,59,53,0,"3,846",238,292,262,288,270,222,273,280,350,197,223,261,233,219,238,"3,078",0,"1,182",998,0,898,11,3,5,3,42,2,33,5,0,2,"19,147"
7-Oct-17,"3,334","3,499",31,17,"3,040","1,350",893,0,0,92,102,0,0,0,76,17,59,47,71,43,151,10,18,81,14,59,53,0,"3,842",238,291,262,288,270,222,273,279,349,197,223,260,233,219,238,"3,078",0,"1,182",998,0,898,11,3,5,3,42,2,33,5,0,2,"19,137"
8-Oct-17,"3,334","3,504",31,17,"3,041","1,350",893,0,0,92,102,0,0,0,76,17,59,47,71,43,151,10,18,81,14,59,53,0,"3,841",238,291,262,288,269,222,273,279,349,197,223,260,233,219,238,"3,078",0,"1,182",998,0,898,11,3,5,3,42,2,33,5,0,2,"19,142"
9-Oct-17,"3,329","3,547",31,17,"3,041","1,324",900,0,0,63,72,59,0,0,76,17,59,47,72,44,154,10,17,81,14,59,56,0,"3,857",238,291,268,299,272,222,271,279,349,197,223,260,232,218,238,"3,077",0,"1,181",998,0,898,11,3,5,3,42,2,33,5,0,2,"19,176"
10-Oct-17,"3,277","3,636",31,17,"2,992","1,273",897,0,0,63,72,59,0,0,75,17,59,47,74,45,152,10,17,80,14,59,54,0,"3,941",258,293,275,308,279,222,273,278,349,197,243,278,232,218,238,"3,076",0,"1,180","1,000",0,896,11,3,5,3,42,2,33,5,0,2,"19,193"
11-Oct-17,"3,262","3,623",31,23,"3,002","1,292",888,0,0,63,73,59,0,0,68,16,62,47,73,45,152,10,17,76,14,59,54,0,"3,944",257,290,274,316,278,226,271,276,349,199,240,279,234,216,239,"3,067",0,"1,174",999,0,894,11,3,5,3,42,3,32,5,0,2,"19,185"
12-Oct-17,"3,278","3,644",30,24,"2,960","1,264",886,0,0,62,72,59,0,0,68,16,62,47,73,45,152,10,17,75,14,60,54,0,"3,971",266,291,274,316,279,226,271,276,349,199,240,283,234,221,246,"3,066",0,"1,179",997,0,890,11,3,5,3,42,3,32,5,0,2,"19,176"
13-Oct-17,"3,289","3,652",28,28,"2,882","1,238",890,0,0,60,70,56,0,0,80,16,62,44,73,45,149,10,16,82,14,59,54,0,"4,024",269,290,279,311,279,229,271,276,349,199,260,299,234,219,260,"3,070",0,"1,178",999,0,893,11,3,5,3,42,3,32,5,0,2,"19,154"
14-Oct-17,"3,288","3,655",28,28,"2,882","1,238",889,0,0,60,70,56,0,0,80,16,62,44,73,45,149,10,16,82,14,58,54,0,"4,022",269,290,279,311,278,228,271,276,349,199,260,299,234,219,260,"3,069",0,"1,177",999,0,893,12,4,5,3,42,3,32,5,0,2,"19,153"
15-Oct-17,"3,287","3,656",28,28,"2,882","1,238",889,0,0,60,70,56,0,0,80,16,62,44,73,45,148,10,17,82,14,58,54,0,"4,021",269,290,278,311,278,229,271,276,349,199,260,299,234,219,259,"3,067",0,"1,176",999,0,892,12,4,5,3,42,3,32,5,0,2,"19,150"
16-Oct-17,"3,300","3,639",28,28,"2,839","1,272",896,0,0,61,72,59,0,0,79,16,62,46,73,40,153,10,15,81,14,58,57,0,"4,037",289,294,276,310,277,227,271,276,351,198,259,299,234,217,259,"3,064",0,"1,175",999,0,890,12,4,5,3,41,3,31,5,0,2,"19,156"
17-Oct-17,"3,294","3,659",27,28,"2,819","1,250",898,0,0,70,72,59,0,0,77,16,61,46,73,40,153,9,15,80,14,58,55,0,"4,077",289,294,276,309,276,227,274,276,351,199,259,299,234,238,276,"3,059",0,"1,173",998,0,888,12,4,5,3,42,3,31,6,0,2,"19,165"
18-Oct-17,"3,267","3,641",27,28,"2,807","1,245",896,0,0,60,72,59,0,0,74,17,58,46,75,44,163,13,15,73,14,58,55,0,"4,121",290,294,279,310,275,229,273,276,352,200,258,310,232,257,286,"3,057",0,"1,171","1,000",0,886,12,4,5,3,43,3,31,6,0,3,"19,144"
19-Oct-17,"3,294","3,674",27,17,"2,745","1,232",899,0,0,60,72,59,0,0,74,17,59,46,75,44,163,13,15,71,13,58,60,0,"4,133",289,292,278,309,275,229,273,276,351,200,279,310,229,254,289,"3,054",0,"1,169","1,000",0,885,12,4,5,3,42,3,30,6,0,3,"19,129"
20-Oct-17,"3,319","3,618",27,25,"2,705","1,225",902,0,0,59,70,59,0,0,76,17,59,46,73,44,159,13,21,77,13,57,59,0,"4,182",289,292,278,309,275,240,272,279,352,200,279,324,234,270,289,"3,073",0,"1,176","1,000",0,897,12,4,5,3,42,3,30,6,0,3,"19,130"
21-Oct-17,"3,319","3,617",27,25,"2,705","1,225",897,0,0,59,70,59,0,0,73,17,59,46,73,44,159,13,21,76,12,57,59,0,"4,181",289,292,278,309,275,240,271,279,352,200,279,324,234,270,289,"3,072",0,"1,176",999,0,897,12,4,5,3,42,3,30,6,0,3,"19,122"
22-Oct-17,"3,318","3,617",27,25,"2,704","1,225",895,0,0,59,70,59,0,0,73,17,59,46,73,44,159,13,21,74,12,57,59,0,"4,180",289,292,277,309,275,240,271,279,352,200,279,324,234,270,289,"3,072",0,"1,176",999,0,897,12,4,5,3,42,3,30,6,0,3,"19,117"
23-Oct-17,"3,342","3,644",27,25,"2,376","1,221",902,0,0,60,72,58,0,0,73,17,60,46,74,45,162,13,21,73,12,58,58,0,"4,173",289,291,275,309,274,238,273,278,351,200,276,323,233,274,289,"3,072",0,"1,177",998,0,897,12,4,5,3,46,3,34,6,0,3,"18,840"
