date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin Satellite Facility (RRP),Flowood TVC,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Tallahatchie County,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,560","4,094",58,0,"3,082","1,793","1,372",0,0,124,324,96,102,102,0,0,62,58,93,93,178,28,50,0,62,0,"4,579",300,369,280,310,342,280,297,280,355,280,280,326,300,280,300,"5,375",375,"1,500","1,000","1,500","1,000",10,0,6,4,122,40,34,8,42,40,"24,045"
1-Jan-20,"3,243","3,864",24,0,"2,624","1,101",828,0,0,67,171,53,0,36,0,0,80,45,75,68,142,21,20,0,50,0,"4,300",294,293,266,310,339,280,253,280,350,280,361,280,137,278,299,"3,131",,"1,245","1,000",0,886,6,0,3,3,26,4,15,4,0,3,"19,147"
2-Jan-20,"3,256","3,879",24,0,"2,622","1,103",825,0,0,67,169,52,0,36,0,0,80,45,75,68,142,21,20,0,50,0,"4,301",294,293,265,307,340,280,253,280,350,278,368,280,137,278,298,"3,141",,"1,255","1,000",0,886,6,0,3,3,25,4,15,4,0,2,"19,182"
3-Jan-20,"3,256","3,872",24,0,"2,619","1,132",830,0,0,67,168,52,0,36,0,0,80,45,81,68,142,21,20,0,50,0,"4,293",294,293,265,305,340,280,253,279,349,278,366,280,136,278,297,"3,138",,"1,254",999,0,885,6,0,3,3,25,4,15,4,0,2,"19,195"
4-Jan-20,"3,264","3,871",25,0,"2,618","1,132",830,0,0,67,168,52,0,36,0,0,80,45,81,68,142,21,20,0,50,0,"4,291",293,293,265,305,340,279,253,279,349,278,366,280,136,278,297,"3,138",,"1,254",999,0,885,6,0,3,3,25,4,15,4,0,2,"19,200"
5-Jan-20,"3,245","3,872",25,0,"2,618","1,132",826,0,0,67,165,52,0,36,0,0,80,45,81,68,142,21,19,0,50,0,"4,289",293,293,265,305,340,278,253,279,348,278,366,280,136,278,297,"3,136",,"1,252",999,0,885,6,0,3,3,23,4,15,2,0,2,"19,172"
6-Jan-20,"3,240","3,855",25,0,"2,614","1,137",817,0,0,66,164,52,0,36,0,0,80,45,79,68,140,20,18,0,49,0,"4,280",293,293,264,304,339,277,253,278,345,278,366,280,135,278,297,"3,135",,"1,251",999,0,885,6,0,3,3,23,4,15,2,0,2,"19,132"
7-Jan-20,"3,238","3,846",23,0,"2,612","1,130",813,0,0,66,163,52,0,36,0,0,80,44,77,68,140,20,18,0,49,0,"4,262",292,292,264,304,335,276,251,277,342,277,365,279,135,276,297,"3,130",,"1,248",999,0,883,6,0,3,3,23,4,15,2,0,2,"19,083"
8-Jan-20,"3,182","3,834",23,0,"2,604","1,144",808,0,0,66,160,52,0,36,0,0,81,42,77,68,138,20,18,0,50,0,"4,255",292,292,264,304,334,276,251,277,340,275,365,280,135,273,297,"3,128",,"1,246",999,0,883,6,0,3,3,23,4,15,2,0,2,"19,007"
9-Jan-20,"3,083","3,832",23,0,"2,603","1,139",804,0,0,67,155,52,0,36,0,0,81,42,78,68,137,20,18,0,50,0,"4,277",292,291,264,304,334,276,251,277,340,275,389,280,135,272,297,"3,127",,"1,246",998,0,883,6,0,3,3,29,10,15,2,0,2,"18,923"
