date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin Satellite Facility (RRP),Flowood TVC,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Tallahatchie County,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
10-Jan-20,"3,006","3,831",23,0,"2,602","1,139",775,0,0,67,154,46,0,36,0,0,77,37,73,67,132,20,17,0,49,0,"4,273",292,291,264,304,334,276,251,278,340,273,387,280,135,272,296,"3,125",,"1,246",997,0,882,6,0,3,3,0,9,15,1,0,2,"18,780"
11-Jan-20,"2,928","3,825",23,0,"2,602","1,139",771,0,0,67,150,46,0,36,0,0,77,37,73,67,132,20,17,0,49,0,"4,272",292,291,264,304,333,276,251,278,340,273,387,280,135,272,296,"3,124",,"1,245",997,0,882,6,0,3,3,27,9,15,1,0,2,"18,717"
12-Jan-20,"2,827","3,818",23,0,"2,603","1,139",773,0,0,67,152,46,0,36,0,0,77,37,73,67,132,20,17,0,49,0,"4,270",292,291,263,304,333,276,251,277,340,273,387,280,135,272,296,"3,124",,"1,245",997,0,882,6,0,3,3,27,9,15,1,0,2,"18,610"
13-Jan-20,"2,822","3,797",23,0,"2,596","1,193",791,0,0,69,147,51,0,36,0,0,80,42,77,66,136,20,17,0,50,0,"4,259",291,291,262,303,332,276,250,277,338,272,386,279,135,272,295,"3,122",,"1,245",996,0,881,6,0,3,3,27,9,15,1,0,2,"18,636"
14-Jan-20,"2,819","3,784",22,0,"2,592","1,204",787,0,0,69,146,51,0,36,0,0,78,41,77,66,135,20,18,0,50,0,"4,245",291,291,262,303,331,273,250,277,336,267,386,277,135,272,294,"3,495",375,"1,244",996,0,880,6,0,3,3,25,9,15,1,0,0,"18,979"
15-Jan-20,"2,817","3,784",22,0,"2,589","1,233",782,0,0,69,144,51,0,36,0,0,78,41,77,66,136,16,18,0,50,0,"4,234",291,291,262,303,330,272,249,276,334,266,386,277,135,268,294,"3,492",375,"1,241",996,0,880,6,0,3,3,25,9,15,1,0,0,"18,984"
16-Jan-20,"2,816","3,773",22,0,"2,581","1,315",782,0,0,69,144,51,0,36,0,0,78,41,77,66,136,16,18,0,50,0,"4,224",290,291,262,302,330,272,248,275,334,265,386,277,135,265,292,"3,487",375,"1,239",995,0,878,6,0,3,3,24,8,15,1,0,0,"19,030"
17-Jan-20,"2,815","3,773",22,0,"2,573","1,347",768,0,0,69,142,49,0,35,0,0,76,40,77,66,130,16,18,0,50,0,"4,220",290,291,261,302,330,270,248,274,334,265,386,277,135,265,292,"3,493",375,"1,236",995,0,887,6,0,3,3,24,8,15,1,0,0,"19,041"
18-Jan-20,"2,814","3,773",22,0,"2,572","1,347",766,0,0,69,140,49,0,35,0,0,76,40,77,66,130,16,18,0,50,0,"4,220",290,291,261,302,330,270,248,274,334,265,386,277,135,265,292,"3,481",375,"1,234",995,0,877,6,0,3,3,24,8,15,1,0,0,"19,025"
19-Jan-20,"2,814","3,769",22,0,"2,571","1,347",763,0,0,69,137,49,0,35,0,0,76,40,77,66,130,16,18,0,50,0,"4,219",290,291,261,302,330,270,248,274,334,265,386,277,135,264,292,"3,480",375,"1,233",995,0,877,6,0,3,3,24,8,15,1,0,0,"19,015"
