date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,872","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,681"
10-Mar-13,"3,376","3,213",27,"3,222","2,335","1,531",85,73,73,77,81,75,76,78,83,79,91,90,244,96,78,65,87,"4,345",300,368,279,299,278,280,272,278,337,278,280,279,240,280,297,"4,311",0,"1,118",992,"1,296",905,46,4,6,4,0,32,"22,406"
11-Mar-13,"3,369","3,238",26,"3,225","2,335","1,537",87,75,72,78,82,75,77,80,83,81,91,90,242,96,77,64,87,"4,349",299,368,279,299,278,280,273,280,336,281,280,279,239,279,299,"4,312",0,"1,119",992,"1,296",905,25,4,6,4,0,11,"22,416"
12-Mar-13,"3,371","3,271",26,"3,223","2,335","1,543",88,75,74,78,82,75,74,79,82,82,90,93,248,96,77,63,87,"4,350",299,368,279,300,280,280,274,280,336,278,280,279,238,279,300,"4,313",0,"1,122",992,"1,295",904,21,4,6,4,0,7,"22,453"
13-Mar-13,"3,355","3,262",27,"3,217","2,319","1,521",88,75,73,79,83,74,71,77,82,82,90,91,243,96,76,57,84,"4,375",298,369,280,300,281,280,273,279,336,278,280,279,263,279,300,"4,324",0,"1,124",999,"1,297",904,21,4,6,4,0,7,"22,421"
14-Mar-13,"3,367","3,273",27,"3,215","2,317","1,520",89,75,73,78,82,74,71,76,82,81,90,91,246,96,76,57,83,"4,375",297,368,279,300,281,279,273,280,336,280,280,279,267,278,298,"4,322",0,"1,125",999,"1,295",903,21,4,6,4,0,7,"22,437"
15-Mar-13,"3,367","3,271",27,"3,213","2,295","1,506",87,67,67,75,81,68,70,79,81,77,91,90,246,99,79,66,83,"4,375",297,368,278,299,281,280,274,279,337,279,279,280,266,279,299,"4,318",0,"1,123",999,"1,292",904,56,4,6,4,0,42,"22,428"
16-Mar-13,"3,368","3,268",27,"3,213","2,295","1,504",87,67,67,75,81,68,69,79,81,77,91,89,246,99,79,66,83,"4,373",297,368,278,298,281,279,274,279,337,279,279,280,266,279,299,"4,316",0,"1,123",999,"1,291",903,57,4,6,4,0,43,"22,421"
17-Mar-13,"3,367","3,272",22,"3,214","2,295","1,501",87,67,67,75,80,66,69,79,81,77,91,89,246,99,79,66,83,"4,370",297,366,278,298,281,279,273,279,337,279,279,280,266,279,299,"4,315",0,"1,123",999,"1,290",903,57,4,6,4,0,43,"22,413"
18-Mar-13,"3,381","3,263",27,"3,220","2,324","1,533",90,69,73,78,82,71,70,80,81,81,92,90,247,102,76,67,84,"4,368",296,369,278,300,278,280,274,279,337,274,279,280,265,278,301,"4,318",0,"1,121",999,"1,296",902,21,4,6,4,0,7,"22,455"
