Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,381","2,395","1,786","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,116"
19-Nov-06,"4,502","3,387","2,255","1,786","1,764",90,98,93,102,102,99,95,100,102,89,84,91,219,101,100,99,100,"3,072",292,280,276,280,273,274,280,280,279,280,278,"4,860",967,869,994,128,941,961,12,5,5,2,5,2,"21,645"
20-Nov-06,"4,531","3,372","2,246","1,786","1,762",90,98,96,102,101,99,98,99,100,89,85,91,217,101,99,98,99,"3,073",291,280,277,280,272,274,280,280,279,280,280,"4,856",967,867,994,128,943,957,12,5,5,2,5,3,"21,646"
21-Nov-06,"4,529","3,381","2,258","1,796","1,753",92,98,96,101,101,100,98,98,100,88,83,91,215,100,98,95,99,"3,073",293,279,279,280,272,273,279,280,279,279,280,"4,856",968,865,995,128,943,957,12,5,5,2,5,4,"21,667"
22-Nov-06,"4,536","3,320","2,283","1,797","1,762",91,98,96,101,101,100,97,97,100,90,83,90,218,100,98,100,102,"3,075",294,278,279,280,274,273,279,280,279,279,280,"4,862",972,863,995,128,947,957,11,4,5,2,5,3,"21,654"
23-Nov-06,"4,532","3,319","2,279","1,798","1,761",91,98,96,101,101,99,97,97,100,90,83,90,218,100,98,100,102,"3,071",291,278,279,280,273,273,279,280,279,279,280,"4,860",972,863,994,128,947,956,11,4,5,2,5,3,"21,639"
24-Nov-06,"4,527","3,317","2,278","1,798","1,757",91,98,96,101,102,98,97,97,100,90,82,90,217,100,98,100,100,"3,069",290,278,279,280,273,273,278,280,279,279,280,"4,857",972,862,992,128,947,956,11,4,5,2,5,3,"21,622"
25-Nov-06,"4,525","3,315","2,276","1,798","1,754",91,98,95,101,101,97,97,97,100,89,83,90,217,100,98,100,100,"3,069",290,278,279,280,273,273,278,280,279,279,280,"4,856",972,862,992,128,947,955,11,4,5,2,5,3,"21,612"
26-Nov-06,"4,522","3,315","2,275","1,798","1,750",89,98,95,101,101,97,97,97,100,90,83,90,215,100,97,100,100,"3,067",290,278,279,280,273,273,277,280,279,278,280,"4,856",972,862,992,128,947,955,11,4,5,2,5,2,"21,601"
27-Nov-06,"4,513","3,316","2,266","1,817","1,754",89,98,96,101,102,99,97,98,100,90,82,90,215,99,98,100,100,"3,070",292,277,278,280,271,273,279,280,280,280,280,"4,855",972,861,991,128,949,954,11,4,5,2,5,4,"21,611"
