date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,425","3,084","1,597","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,,"22,531"
10-Oct-07,"4,354","3,462","2,900","1,910","1,781",92,101,95,99,95,98,99,101,102,90,93,90,222,101,101,100,102,"3,086",292,280,279,280,276,280,280,280,280,279,280,"4,776",969,889,997,0,925,996,13,6,4,3,5,8,"22,295"
11-Oct-07,"4,350","3,468","2,920","1,910","1,777",92,101,94,99,95,97,99,102,102,91,93,90,220,100,101,100,101,"3,089",294,280,280,280,276,280,280,280,280,279,280,"4,766",970,882,993,0,926,995,13,6,4,3,5,7,"22,305"
12-Oct-07,"4,370","3,435","2,923","1,901","1,737",84,98,88,98,98,95,100,93,99,89,90,90,219,99,97,102,98,"3,087",294,280,280,280,275,280,279,280,279,280,280,"4,776",970,888,992,0,929,997,12,6,3,3,5,59,"22,305"
13-Oct-07,"4,367","3,436","2,919","1,901","1,735",84,98,88,97,98,95,100,93,99,89,90,90,219,99,96,102,98,"3,084",294,280,279,280,275,280,279,279,279,279,280,"4,773",970,888,991,0,928,996,12,6,3,3,5,60,"22,292"
14-Oct-07,"4,364","3,437","2,921","1,901","1,733",84,98,88,96,98,95,100,93,99,89,90,90,218,99,96,102,98,"3,081",293,280,279,279,275,280,279,279,279,278,280,"4,772",970,888,991,0,927,996,12,6,3,3,5,56,"22,282"
15-Oct-07,"4,357","3,438","2,921","1,907","1,784",92,99,94,97,99,102,102,102,99,91,93,91,220,100,100,102,101,"3,079",294,280,278,279,272,279,280,279,279,279,280,"4,778",971,887,996,0,928,996,12,6,3,3,5,4,"22,285"
16-Oct-07,"4,365","3,467","2,910","1,916","1,781",91,98,93,97,98,102,102,102,99,91,93,91,220,101,100,102,101,"3,080",293,280,278,280,273,279,279,280,280,279,279,"4,776",969,887,994,0,930,996,12,6,3,3,5,6,"22,318"
17-Oct-07,"4,367","3,472","2,925","1,903","1,778",91,97,95,101,95,102,102,102,99,90,92,88,220,101,100,102,101,"3,084",294,280,278,280,274,279,280,280,281,279,279,"4,780",967,887,994,0,937,995,12,6,3,3,5,4,"22,330"
18-Oct-07,"4,371","3,465","2,941","1,901","1,777",91,101,95,101,97,102,102,102,98,90,91,86,220,101,100,99,101,"3,080",292,278,277,280,274,280,280,280,280,279,280,"4,783",970,887,994,0,935,997,10,6,1,3,5,5,"22,338"
