date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"3,356","3,449","3,256","1,616","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,363",300,294,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,882"
28-Oct-11,"3,062","3,071","3,196","1,979","1,503",82,84,76,82,84,86,77,91,90,77,65,71,195,88,89,82,84,"3,488",248,236,222,246,224,223,219,224,280,224,224,224,219,223,252,"5,176",900,"1,353",996,"1,028",899,11,4,4,3,5,30,"21,521"
29-Oct-11,"3,057","3,071","3,193","1,979","1,497",82,84,76,80,84,86,77,91,89,77,64,71,195,87,89,81,84,"3,484",247,234,222,245,224,223,219,224,280,224,224,224,219,223,252,"5,177",900,"1,354",996,"1,028",899,11,4,4,3,5,31,"21,505"
30-Oct-11,"3,056","3,068","3,191","1,979","1,497",82,84,76,80,84,86,77,91,89,77,64,71,195,87,89,81,84,"3,483",247,234,222,244,224,223,219,224,280,224,224,224,219,223,252,"5,176",900,"1,354",996,"1,027",899,11,4,4,3,5,30,"21,496"
31-Oct-11,"3,045","3,091","3,186","2,013","1,522",89,85,78,81,84,89,76,91,90,78,68,70,196,92,89,79,87,"3,482",245,233,223,248,224,224,219,223,280,223,224,224,217,223,252,"5,175",899,"1,354",998,"1,025",899,11,4,4,3,5,3,"21,533"
Avg Population,"3,055","3,037","3,196","1,965","1,507",83,84,81,81,87,88,74,90,88,76,65,75,191,88,90,82,84,"3,484",249,234,223,248,223,224,219,223,282,224,224,224,212,224,252,"5,180",900,"1,357",998,"1,030",896,11,4,4,3,5,22,"21,462"
