Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,744","3,233","2,214","2,327","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"5,088",960,"1,000","1,000",128,"1,000","1,000",18,6,6,6,6,,"22,196"
1-Mar-05,"4,427","3,111","2,127","1,810","1,713",90,102,96,97,102,95,102,102,101,92,61,75,195,101,101,100,101,"2,745",250,249,249,250,248,250,250,250,250,249,250,"4,772",957,871,992,127,838,987,13,5,5,3,5,6,"20,729"
2-Mar-05,"4,436","3,135","2,123","1,821","1,701",91,102,95,96,99,95,97,102,100,90,61,76,195,101,100,100,101,"2,741",250,249,246,250,246,250,250,250,250,250,250,"4,778",953,874,996,127,842,986,13,6,5,2,5,6,"20,759"
3-Mar-05,"4,451","3,138","2,106","1,851","1,706",91,102,96,97,99,102,96,100,100,90,59,76,198,102,97,100,101,"2,736",249,249,248,250,245,248,250,250,250,250,247,"4,776",951,874,994,127,839,991,14,6,5,3,5,8,"20,791"
4-Mar-05,"4,428","3,136","2,111","1,838","1,674",83,97,93,97,100,100,96,98,102,83,63,75,195,99,97,97,99,"2,730",250,250,248,250,242,246,247,250,250,250,247,"4,776",956,875,992,128,836,989,14,6,5,3,5,53,"20,765"
5-Mar-05,"4,421","3,134","2,109","1,838","1,672",83,97,93,96,100,100,96,98,102,83,63,75,195,98,97,97,99,"2,727",250,250,248,250,243,245,245,249,250,250,247,"4,774",957,875,991,128,835,988,14,6,5,3,5,53,"20,747"
6-Mar-05,"4,420","3,132","2,109","1,838","1,670",83,96,93,96,100,100,96,98,102,83,63,75,194,98,97,97,99,"2,727",250,250,248,250,243,245,245,249,250,250,247,"4,772",955,875,991,128,835,988,14,6,5,3,5,54,"20,741"
7-Mar-05,"4,416","3,164","2,105","1,830","1,722",92,99,96,100,100,102,88,101,101,89,79,83,197,95,101,98,101,"2,736",250,250,248,250,243,247,248,250,250,250,250,"4,771",959,874,991,128,832,987,14,6,5,3,5,8,"20,771"
8-Mar-05,"4,454","3,142","2,105","1,833","1,726",92,99,95,99,100,102,93,101,101,90,79,84,197,95,101,100,98,"2,737",250,250,247,250,243,249,249,250,250,249,250,"4,769",959,872,995,128,833,982,14,6,5,3,5,8,"20,793"
9-Mar-05,"4,463","3,134","2,113","1,856","1,724",91,100,92,94,101,94,94,101,101,89,90,84,200,95,100,100,98,"2,735",248,250,246,250,243,248,250,250,250,250,250,"4,765",959,871,994,127,833,981,14,6,5,3,5,9,"20,818"
10-Mar-05,"4,472","3,145","2,111","1,869","1,729",91,101,92,92,102,94,98,101,101,90,90,89,200,95,99,96,98,"2,731",249,250,246,250,240,249,249,250,249,249,250,"4,760",956,871,994,127,834,978,13,6,4,3,5,10,"20,845"
11-Mar-05,"4,478","3,103","2,127","1,858","1,712",88,97,89,92,101,98,96,98,99,87,90,87,197,100,97,100,96,"2,747",250,250,250,250,249,250,249,250,250,250,249,"4,761",957,874,992,127,833,978,12,6,4,2,5,47,"20,850"
12-Mar-05,"4,475","3,100","2,125","1,858","1,713",88,97,90,92,101,98,96,98,99,87,90,87,197,100,97,100,96,"2,741",250,248,249,249,249,249,249,250,249,250,249,"4,756",955,874,992,127,832,976,12,6,4,2,5,47,"20,832"
13-Mar-05,"4,472","3,098","2,117","1,858","1,711",88,97,90,92,101,98,96,98,98,87,90,87,196,100,97,100,96,"2,739",249,248,249,249,248,249,249,250,249,250,249,"4,756",955,874,992,127,832,976,12,6,4,2,5,53,"20,821"
