Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,790","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,024"
10-Nov-08,"3,897","3,718","3,109","1,786","1,802",88,102,96,100,101,100,100,100,102,89,90,92,244,101,101,98,98,"3,079",294,278,279,280,274,281,279,279,277,278,280,"5,434",966,"1,240",999,"1,240",989,14,5,5,4,6,3,"22,848"
11-Nov-08,"3,894","3,716","3,112","1,789","1,800",88,102,96,100,101,100,100,100,102,89,90,92,243,100,101,98,98,"3,075",294,276,279,280,274,281,279,279,277,277,279,"5,430",965,"1,238",998,"1,240",989,14,5,5,4,6,5,"22,841"
12-Nov-08,"3,852","3,722","3,102","1,798","1,799",88,101,96,100,99,96,100,100,102,90,92,92,247,100,100,98,98,"3,074",294,277,280,280,274,281,276,278,277,279,278,"5,475",969,"1,281",997,"1,236",992,14,5,5,4,6,7,"22,849"
13-Nov-08,"3,844","3,738","3,103","1,826","1,803",88,101,96,100,100,96,100,100,102,90,92,92,245,101,100,99,101,"3,081",294,279,280,280,273,281,280,277,279,279,279,"5,469",966,"1,281","1,000","1,231",991,14,5,5,4,6,0,"22,884"
14-Nov-08,"3,844","3,758","3,110","1,831","1,739",81,99,92,97,99,94,96,97,97,84,88,87,240,100,94,97,97,"3,079",293,277,280,280,272,280,280,278,279,280,280,"5,471",969,"1,285",997,"1,229",991,14,5,5,4,6,72,"22,924"
15-Nov-08,"3,838","3,756","3,109","1,831","1,735",81,99,92,97,99,93,96,96,97,84,88,87,240,99,93,97,97,"3,077",293,277,280,280,271,279,280,278,279,280,280,"5,471",969,"1,285",997,"1,229",991,14,5,5,4,6,72,"22,909"
16-Nov-08,"3,838","3,754","3,109","1,831","1,735",81,99,92,97,99,93,96,96,97,84,88,87,240,99,93,97,97,"3,075",293,277,280,280,271,278,280,278,279,280,279,"5,469",969,"1,283",997,"1,229",991,14,5,5,4,6,72,"22,903"
17-Nov-08,"3,852","3,760","3,116","1,825","1,796",88,101,96,98,98,98,101,97,102,91,92,93,244,101,100,98,98,"3,069",292,277,280,279,272,278,278,276,279,279,279,"5,468",971,"1,285","1,000","1,223",989,14,5,5,4,6,5,"22,911"
18-Nov-08,"3,851","3,768","3,119","1,804","1,799",88,100,96,101,99,99,99,97,101,91,90,93,244,100,100,101,100,"3,080",292,280,280,280,271,279,280,280,279,279,280,"5,474",971,"1,285",999,"1,233",986,14,5,5,4,6,5,"22,920"
