Location,Mississippi State Penitentiary,MSP TVC,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,SMCI TVC,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"4,648",108,"3,469",58,158,"3,282",0,"2,006","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"25,737"
19-Jun-15,"3,089",95,"2,519",24,136,"2,530",94,"1,308","1,114",47,53,52,53,50,57,0,54,66,60,92,64,185,89,55,57,80,"4,156",300,344,265,298,264,261,247,262,340,259,266,272,229,264,285,"3,936",0,"1,126",993,921,896,0,5,4,3,"19,013"
20-Jun-15,"3,088",94,"2,518",23,135,"2,529",93,"1,307","1,098",46,52,51,52,49,56,0,53,65,59,91,63,184,88,54,56,79,"4,154",299,343,265,298,264,261,247,262,340,259,266,272,229,263,286,"3,940",0,"1,127",994,922,897,0,6,5,4,"18,994"
21-Jun-15,"3,089",95,"2,519",23,135,"2,529",93,"1,307","1,098",46,52,51,52,49,56,0,53,65,59,91,63,184,88,54,56,79,"4,152",299,343,265,298,264,261,247,262,340,259,266,272,229,262,285,"3,936",0,"1,126",993,921,896,0,5,4,3,"18,988"
22-Jun-15,"3,090",96,"2,520",24,136,"2,529",93,"1,308","1,114",47,53,52,53,50,57,0,54,66,60,92,64,185,89,55,57,80,"4,167",300,344,266,299,265,262,248,263,341,260,267,273,230,263,286,"3,938",0,"1,127",994,921,896,0,5,4,3,"19,027"
23-Jun-15,"3,090",96,"2,520",24,136,"2,529",93,"1,308","1,114",47,53,52,53,50,57,0,54,66,60,92,64,185,89,55,57,80,"4,176",300,344,266,299,265,262,249,264,342,261,268,274,231,264,287,"3,942",0,"1,128",995,922,897,0,6,5,4,"19,043"
24-Jun-15,"3,089",95,"2,519",23,135,"2,528",92,"1,307","1,101",46,52,51,53,51,56,0,53,65,59,91,63,184,88,54,56,79,"4,161",299,343,265,298,264,261,248,263,341,260,267,273,230,263,286,"3,934",0,"1,126",993,920,895,0,4,3,2,"18,993"
25-Jun-15,"3,089",95,"2,519",23,135,"2,528",92,"1,307","1,101",46,52,51,53,51,56,0,53,65,59,91,63,184,88,54,56,79,"4,162",299,343,265,298,264,261,248,263,341,260,267,273,230,263,287,"3,938",0,"1,127",994,921,896,0,5,4,3,"19,001"
26-Jun-15,"3,088",94,"2,518",22,134,"2,527",91,"1,306","1,085",45,51,50,52,50,55,0,52,64,58,90,62,183,87,53,55,78,"4,147",298,342,264,297,263,260,247,262,340,259,266,272,229,262,286,"3,934",0,"1,126",993,920,895,0,3,2,1,"18,952"
27-Jun-15,"3,088",94,"2,518",22,134,"2,527",91,"1,306","1,085",45,51,50,52,50,55,0,52,64,58,90,62,183,87,53,55,78,"4,145",298,342,264,297,263,260,247,262,340,259,266,272,229,261,285,"3,930",0,"1,125",992,919,894,0,2,1,0,"18,943"
