date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,730","3,219","2,306","2,240","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,998",294,250,280,280,274,250,280,280,280,280,250,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,431"
14-Sep-05,"4,356","3,136","2,197","1,673","1,645",89,95,85,84,93,95,85,97,100,81,70,78,222,88,101,93,89,"2,952",286,246,250,279,273,251,279,280,280,279,249,"4,864",968,870,995,128,916,987,12,4,6,2,5,6,"20,846"
15-Sep-05,"4,333","3,156","2,218","1,659","1,644",89,95,85,88,93,95,83,93,100,80,71,78,224,88,100,93,89,"2,966",288,250,262,280,273,250,279,278,280,277,249,"4,854",966,873,993,128,904,990,12,4,6,2,5,9,"20,856"
16-Sep-05,"4,303","3,193","2,231","1,613","1,576",83,88,80,89,92,92,76,89,92,72,73,73,221,87,97,87,85,"2,989",294,250,278,280,273,250,280,280,280,277,247,"4,872",970,873,993,128,919,989,12,4,6,2,5,70,"20,864"
17-Sep-05,"4,296","3,191","2,229","1,613","1,573",83,88,80,89,91,92,76,89,92,72,73,72,221,87,96,87,85,"2,986",294,250,278,280,272,249,280,280,279,277,247,"4,862",965,873,992,128,917,987,12,4,6,2,5,69,"20,836"
18-Sep-05,"4,294","3,191","2,229","1,613","1,574",83,88,80,89,91,92,76,89,92,72,73,72,221,88,96,87,85,"2,986",294,250,278,280,272,249,280,280,279,277,247,"4,859",963,873,992,128,917,986,12,4,6,2,5,67,"20,830"
19-Sep-05,"4,287","3,196","2,241","1,629","1,636",90,95,87,87,91,95,82,92,98,80,74,77,223,88,100,89,88,"2,986",292,250,277,280,272,248,280,280,279,280,248,"4,859",965,872,994,127,916,985,12,4,6,2,5,5,"20,856"
20-Sep-05,"4,302","3,197","2,240","1,617","1,644",90,101,87,86,91,95,82,92,100,86,71,76,223,88,100,89,87,"2,988",291,250,277,280,273,249,280,280,279,280,249,"4,863",963,872,995,127,921,985,12,4,6,2,5,6,"20,874"
21-Sep-05,"4,288","3,213","2,241","1,612","1,659",90,101,91,87,91,96,81,93,93,86,76,75,225,88,100,89,97,"2,990",291,250,280,280,271,249,280,280,280,280,249,"4,869",969,872,994,128,917,989,12,4,6,2,5,8,"20,897"
22-Sep-05,"4,296","3,210","2,240","1,600","1,662",90,101,91,86,90,96,80,99,87,86,77,78,227,88,100,90,96,"2,989",293,249,279,280,270,249,280,280,280,280,249,"4,870",968,872,993,128,922,987,12,4,6,2,5,8,"20,892"
23-Sep-05,"4,319","3,199","2,223","1,602","1,582",84,91,88,78,82,90,77,95,85,75,75,79,226,84,96,86,91,"2,990",293,249,280,280,271,248,280,280,280,280,249,"4,869",968,870,995,128,920,988,12,4,6,2,5,80,"20,881"
24-Sep-05,"4,316","3,193","2,221","1,602","1,578",83,91,88,78,81,90,77,94,85,75,75,78,226,84,96,86,91,"2,988",293,249,279,280,270,248,280,280,280,280,249,"4,862",968,868,993,128,918,987,12,4,6,2,5,83,"20,860"
25-Sep-05,"4,315","3,192","2,221","1,602","1,577",84,91,88,78,82,89,77,94,85,75,75,78,226,84,95,86,90,"2,987",293,249,278,280,270,248,280,280,280,280,249,"4,862",968,868,993,128,918,987,12,4,6,2,5,81,"20,854"
26-Sep-05,"4,322","3,169","2,243","1,615","1,638",88,96,90,86,89,92,79,97,86,84,75,81,226,89,97,89,94,"2,990",293,250,278,280,273,249,279,280,280,279,249,"4,863",970,867,995,128,917,986,12,4,6,2,5,6,"20,863"
