Location,MS STATE PENITENTIARY,CENTRAL MS CORRECTIONAL FACILITY,SOUTH MS CORRECTIONAL INSTITUTION,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta       (Reopened 04-01-04),East MS,Marshall County,Walnut Grove,Wilkinson County,RESITITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,892","3,233","2,214","2,209","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"2,750",250,250,250,250,250,250,250,250,250,250,250,"4,960",960,"1,000","1,000","1,000","1,000",24,6,12,6,6,,"22,104"
27-Aug-04,"4,821","3,080","2,142","2,149","1,650",87,96,91,94,91,90,95,95,100,88,64,90,215,93,88,79,94,"2,744",250,250,249,250,248,249,248,250,250,250,250,"4,560",958,863,992,755,992,12,6,4,2,6,37,"21,201"
28-Aug-04,"4,818","3,079","2,142","2,149","1,641",87,96,90,94,91,90,95,95,100,88,64,90,210,92,88,78,93,"2,740",250,250,249,250,247,248,247,250,250,250,249,"4,555",955,863,991,754,992,12,6,4,2,6,35,"21,177"
29-Aug-04,"4,817","3,081","2,142","2,149","1,640",86,96,90,94,91,90,94,95,100,88,64,90,210,92,88,78,94,"2,740",250,250,249,250,247,248,247,250,250,250,249,"4,553",955,863,990,754,991,12,6,4,2,6,35,"21,175"
30-Aug-04,"4,807","3,067","2,163","2,159","1,662",87,99,93,94,95,89,93,97,100,88,65,91,209,94,88,82,98,"2,736",250,249,248,250,245,247,248,250,250,250,249,"4,558",957,863,989,761,988,13,6,4,3,6,4,"21,175"
31-Aug-04,"4,800","3,063","2,154","2,179","1,674",92,99,95,96,95,94,93,97,100,88,63,90,209,94,88,83,98,"2,739",250,250,245,250,249,247,250,250,250,250,248,"4,564",955,863,993,759,994,13,6,4,3,6,2,"21,194"
