date_raw,Mississippi State Penitentiary,MSP TVC,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,SMCI TVC,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TOTALS
Capacity,"4,648",108,"3,469",58,158,"3,282",0,"1,973","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,"25,704"
1-Jan-15,"3,109",99,"2,173",34,122,"2,532",94,"1,389","1,111",62,56,48,50,46,48,51,55,55,75,86,50,184,100,49,44,52,"4,182",298,357,266,300,259,261,250,254,320,258,272,273,272,273,269,"4,268",0,"1,162",998,"1,230",878,9,3,3,3,"19,122"
2-Jan-15,"3,104",97,"2,176",34,121,"2,528",94,"1,390","1,109",62,56,48,49,46,48,51,55,55,74,86,50,184,100,49,44,52,"4,179",298,357,266,300,258,261,250,254,320,258,272,272,272,272,269,"4,265",0,"1,162",998,"1,227",878,9,3,3,3,"19,106"
3-Jan-15,"3,111",89,"2,181",34,119,"2,530",94,"1,387","1,106",62,56,48,48,46,48,51,55,55,74,86,50,182,100,49,44,52,"4,176",298,357,266,300,256,260,250,254,320,258,272,272,272,272,269,"4,265",0,"1,162",998,"1,227",878,9,3,3,3,"19,101"
4-Jan-15,"3,106",94,"2,182",34,110,"2,535",88,"1,380","1,117",62,56,48,48,46,48,51,55,55,74,86,49,194,100,49,44,52,"4,173",297,357,266,300,256,260,250,254,320,258,272,272,271,271,269,"4,262",0,"1,161",998,"1,226",877,9,3,3,3,"19,090"
5-Jan-15,"3,102",94,"2,207",34,106,"2,523",87,"1,364","1,096",61,56,49,48,47,47,55,54,47,72,88,49,179,97,53,43,51,"4,166",297,356,266,298,257,260,247,254,319,257,272,272,273,271,267,"4,248",0,"1,157",998,"1,217",876,9,3,3,3,"19,036"
6-Jan-15,"3,093",88,"2,226",34,100,"2,521",83,"1,358","1,090",62,58,49,44,47,48,55,54,44,71,86,50,178,97,53,43,51,"4,153",297,356,265,298,257,259,246,253,313,257,271,272,271,267,271,"4,247",0,"1,161",996,"1,214",876,9,3,3,3,"19,002"
7-Jan-15,"3,177",0,"2,215",35,100,"2,528",81,"1,340","1,084",63,58,49,44,48,48,55,52,44,72,82,49,176,96,53,44,51,"4,149",296,356,266,297,256,257,246,251,316,253,270,274,271,269,271,"4,254",0,"1,174",996,"1,209",875,9,3,3,3,"18,972"
8-Jan-15,"3,096",96,"2,116",34,100,"2,493",97,"1,409","1,085",63,58,52,44,48,48,55,53,43,72,82,46,177,95,53,45,51,"4,158",298,361,264,300,254,257,243,250,318,250,270,274,271,273,275,"4,258",0,"1,176",996,"1,210",876,11,4,4,3,"18,953"
9-Jan-15,"3,112",93,"2,156",33,109,"2,489",97,"1,314","1,076",65,58,49,46,49,46,54,49,49,63,81,45,178,99,53,45,47,"4,163",299,363,265,299,254,258,245,252,326,250,269,274,274,273,262,"4,272",0,"1,178",999,"1,222",873,11,4,4,3,"18,925"
