Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,"3,590","3,830",58,0,"3,082","1,781","1,188",0,0,96,102,102,0,0,82,20,62,58,93,93,178,28,50,82,20,60,62,0,"4,556",300,369,280,310,342,280,274,280,355,280,280,326,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,164,40,34,8,42,40,"24,237"
18-Mar-18,"3,384","3,443",30,0,"2,656","1,342",784,0,0,58,60,47,0,0,24,19,58,52,83,45,145,24,14,44,10,51,50,0,"4,352",294,288,271,308,337,280,272,280,351,277,280,324,211,280,299,"3,175",0,"1,263",998,0,914,11,5,4,2,42,4,27,11,0,0,"19,219"
19-Mar-18,"3,393","3,470",30,0,"2,653","1,356",797,0,0,59,68,53,0,0,20,20,59,51,85,45,146,24,12,44,10,52,49,0,"4,336",292,288,271,308,336,277,269,279,349,275,279,324,211,280,298,"3,173",0,"1,261",997,0,915,12,6,4,2,42,4,27,11,0,0,"19,262"
20-Mar-18,"3,403","3,443",30,0,"2,649","1,355",789,0,0,60,69,53,0,0,19,19,59,51,85,43,145,24,12,42,10,53,45,0,"4,343",291,293,277,308,336,276,268,279,349,275,280,324,210,279,298,"3,170",0,"1,260",996,0,914,12,6,4,2,40,4,27,9,0,0,"19,234"
21-Mar-18,"3,380","3,453",30,0,"2,635","1,359",787,0,0,60,69,52,0,0,19,20,62,50,86,42,145,24,11,40,10,52,45,0,"4,341",291,292,276,310,332,276,272,280,347,277,280,326,208,277,297,"3,172",0,"1,259","1,000",0,913,12,6,4,2,42,4,27,11,0,0,"19,211"
22-Mar-18,"3,394","3,445",31,0,"2,636","1,372",790,0,0,62,69,56,0,0,20,20,61,50,80,46,144,24,11,40,10,52,45,0,"4,339",293,288,275,310,336,279,271,280,346,277,280,326,208,275,295,"3,166",0,"1,256",999,0,911,12,6,4,2,42,4,27,11,0,0,"19,227"
23-Mar-18,"3,392","3,471",31,0,"2,626","1,372",801,0,0,59,68,56,0,0,39,20,61,50,80,46,143,24,14,40,10,43,48,0,"4,323",294,287,275,307,336,279,270,279,337,276,280,326,208,274,295,"3,163",0,"1,255",998,0,910,12,6,4,2,42,4,27,11,0,0,"19,233"
24-Mar-18,"3,386","3,470",31,0,"2,623","1,372",799,0,0,58,68,56,0,0,39,20,61,50,80,45,143,24,14,40,10,43,48,0,"4,319",294,286,275,307,336,279,270,279,337,276,279,326,208,272,295,"3,161",0,"1,255",997,0,909,12,6,4,2,42,4,27,11,0,0,"19,215"
25-Mar-18,"3,383","3,502",31,0,"2,622","1,372",799,0,0,58,68,56,0,0,39,20,61,50,80,45,143,24,14,40,10,43,48,0,"4,318",294,286,275,306,336,279,270,279,337,276,279,326,208,272,295,"3,161",0,"1,255",997,0,909,12,6,4,2,42,4,27,11,0,0,"19,242"
26-Mar-18,"3,380","3,467",31,0,"2,617","1,369",802,0,0,60,68,56,0,0,39,20,61,50,80,46,143,24,14,40,10,43,48,0,"4,308",293,284,274,305,335,279,270,279,336,276,279,326,208,270,294,"3,158",0,"1,256",996,0,906,12,6,4,2,42,4,27,11,0,0,"19,186"
27-Mar-18,"3,379","3,523",31,0,"2,617","1,326",801,0,0,60,68,56,0,0,38,20,61,50,80,46,143,24,14,40,10,43,48,0,"4,302",293,284,274,303,335,278,269,278,336,276,279,326,207,270,294,"3,154",0,"1,253",995,0,906,12,6,4,2,42,4,27,11,0,0,"19,187"
28-Mar-18,"3,366","3,573",31,0,"2,640","1,289",801,0,0,60,68,56,0,0,38,20,61,50,80,46,143,24,14,40,10,43,48,0,"4,305",293,292,274,303,333,278,269,277,335,274,279,326,207,270,295,"3,156",0,"1,253","1,000",0,903,12,6,4,2,42,4,27,11,0,0,"19,215"
29-Mar-18,"3,359","3,592",31,0,"2,634","1,289",800,0,0,59,68,56,0,0,36,20,61,50,80,45,144,28,14,39,10,43,47,0,"4,309",293,292,273,302,333,278,267,277,335,274,278,326,205,277,299,"3,154",0,"1,253","1,000",0,901,12,6,4,2,42,4,27,11,0,0,"19,222"
30-Mar-18,"3,382","3,575",31,0,"2,652","1,274",747,0,0,61,67,56,0,0,36,19,60,50,80,45,142,28,14,0,0,43,46,0,"4,289",292,290,270,302,333,277,265,277,335,271,279,324,205,271,298,"3,148",0,"1,251",999,0,898,11,6,4,1,80,42,27,11,0,0,"19,189"
31-Mar-18,"3,382","3,575",31,0,"2,652","1,274",746,0,0,61,67,56,0,0,35,19,60,50,80,45,142,28,14,0,0,43,46,0,"4,284",292,290,270,302,330,276,265,277,335,271,279,323,205,271,298,"3,148",0,"1,251",999,0,898,12,6,4,2,80,42,27,11,0,0,"19,184"
Avg Population,"3,391","3,458",30,0,"2,645",1328,786,0,0,60,63,51,0,0,30,19,61,51,80,46,146,24,16,32,10,50,47,0,"4,328",295,290,274,306,336,278,272,277,345,274,279,323,212,273,295,"3,180",0,1265,998,0,916,11,5,4,2,42,5,26,10,0,2,"19,199"
