date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,665","3,204","1,525","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,163",294,280,280,280,274,280,355,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,834"
10-Aug-09,"3,900","3,174","3,024","1,517","1,590",73,73,77,89,72,90,96,66,95,91,88,71,250,96,75,96,92,"2,909",279,264,265,249,260,265,266,265,265,266,265,"5,504",955,"1,361",983,"1,229",976,9,5,2,2,6,11,"21,644"
11-Aug-09,"3,908","3,200","3,025","1,513","1,584",72,72,77,87,71,89,95,66,94,90,91,71,250,96,75,96,92,"2,910",280,264,266,249,260,266,266,264,265,265,265,"5,503",956,"1,362",981,"1,229",975,9,5,2,2,6,11,"21,669"
12-Aug-09,"3,919","3,186","3,028","1,524","1,582",72,71,74,93,71,89,94,66,93,90,91,71,250,96,74,96,91,"2,914",279,264,265,257,259,265,266,263,266,265,265,"5,501",956,"1,361",981,"1,228",975,9,5,2,2,6,10,"21,679"
13-Aug-09,"3,919","3,168","3,032","1,501","1,562",74,68,74,93,71,89,92,65,93,87,87,69,245,96,73,95,91,"2,921",279,264,263,264,260,265,266,266,267,262,265,"5,503",954,"1,359",983,"1,227",980,9,5,2,2,6,14,"21,635"
14-Aug-09,"3,907","3,158","3,033","1,515","1,543",74,73,72,89,70,88,88,63,92,86,87,68,244,94,72,93,90,"2,925",281,265,263,265,260,266,266,265,266,262,266,"5,500",954,"1,361",981,"1,227",977,9,5,2,2,6,36,"21,632"
15-Aug-09,"3,906","3,156","3,037","1,515","1,537",74,73,71,90,70,88,85,62,92,86,86,68,243,94,72,93,90,"2,920",281,265,263,264,258,266,265,264,266,262,266,"5,498",953,"1,360",981,"1,227",977,9,5,2,2,6,33,"21,617"
16-Aug-09,"3,904","3,157","3,037","1,515","1,537",74,73,71,90,70,88,85,62,92,86,86,68,243,94,72,93,90,"2,917",280,264,263,264,258,266,265,264,266,261,266,"5,496",953,"1,360",981,"1,225",977,9,5,2,2,6,35,"21,613"
17-Aug-09,"3,897","3,146","3,010","1,510","1,588",74,76,73,87,70,99,93,71,97,86,86,69,245,96,73,95,98,"2,923",277,266,264,266,258,267,266,266,266,261,266,"5,496",955,"1,362",982,"1,224",973,9,5,2,2,6,13,"21,598"
18-Aug-09,"3,904","3,167","3,012","1,496","1,586",73,76,73,87,65,99,93,71,97,85,91,69,246,96,73,94,98,"2,928",277,266,265,266,258,267,266,266,266,265,266,"5,499",956,"1,362",982,"1,223",976,9,5,2,2,6,12,"21,619"
