Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,543","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,763",294,280,300,280,280,274,280,355,280,280,280,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,236"
28-Dec-10,"3,270","3,215","3,178","1,628","1,523",77,80,71,84,73,81,90,79,97,90,80,70,200,94,88,84,85,"3,007",234,222,238,224,224,219,223,284,228,224,223,223,241,"5,253",903,"1,363",900,"1,201",886,8,4,3,1,5,8,"21,095"
29-Dec-10,"3,277","3,235","3,177","1,608","1,530",77,81,75,82,77,80,92,79,99,90,79,74,198,94,88,84,81,"3,011",235,224,238,224,224,219,223,284,228,224,224,224,240,"5,247",902,"1,361",900,"1,198",886,8,4,3,1,5,7,"21,105"
30-Dec-10,"3,267","3,240","3,181","1,612","1,528",77,81,74,82,75,81,92,78,99,90,79,74,198,96,87,84,81,"3,012",235,224,237,224,224,220,224,285,227,224,224,224,240,"5,245",902,"1,358",899,"1,200",886,8,4,3,1,5,10,"21,108"
31-Dec-10,"3,265","3,244","3,179","1,612","1,526",77,81,73,82,75,81,92,78,99,90,79,74,198,95,87,84,81,"3,011",235,224,237,224,224,219,224,285,227,224,224,224,240,"5,241",902,"1,356",899,"1,199",885,8,4,3,1,5,7,"21,098"
Avg Population,"3,257","3,198","3,179","1,645","1,560",79,82,72,85,75,82,95,82,99,88,86,67,211,98,85,81,92,"3,006",234,223,238,224,224,218,224,284,226,224,223,223,241,"5,249",901,"1,360",906,"1,197",885,7,4,3,1,5,12,"21,118"
