date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,381","2,484","1,741","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,160"
19-Mar-07,"4,440","3,445","2,397","1,946","1,750",88,98,92,102,101,99,100,102,98,86,83,90,212,99,101,101,98,"3,066",289,278,280,278,272,273,279,280,278,280,279,"4,909",970,883,994,127,950,985,12,3,6,3,5,3,"21,973"
20-Mar-07,"4,451","3,422","2,407","1,932","1,764",87,102,92,102,101,99,100,102,101,92,83,87,212,101,100,101,102,"3,076",295,279,279,278,271,274,280,280,280,280,280,"4,917",972,884,995,126,954,986,12,3,6,3,5,1,"21,987"
21-Mar-07,"4,450","3,419","2,406","1,956","1,760",86,102,91,102,101,99,99,102,101,92,83,86,212,101,100,101,102,"3,069",294,279,278,277,269,273,280,280,280,280,279,"4,909",970,883,995,126,951,984,12,3,6,3,5,2,"21,988"
22-Mar-07,"4,438","3,416","2,403","2,004","1,757",86,102,93,102,101,99,99,101,101,92,83,86,212,99,99,100,102,"3,062",292,278,275,277,268,273,280,280,280,280,279,"4,901",968,882,995,126,947,983,12,3,6,3,5,4,"22,002"
23-Mar-07,"4,448","3,419","2,395","1,991","1,727",84,97,93,101,99,98,99,100,100,87,81,81,213,94,97,101,102,"3,071",293,279,276,280,274,274,280,278,279,280,278,"4,908",968,881,992,128,954,985,13,4,6,3,5,29,"22,006"
24-Mar-07,"4,442","3,416","2,391","1,991","1,725",84,97,93,101,99,98,99,100,100,87,81,80,213,94,96,101,102,"3,069",293,279,276,280,274,274,280,277,279,279,278,"4,908",968,881,992,128,954,985,13,4,6,3,5,28,"21,988"
25-Mar-07,"4,439","3,417","2,390","1,991","1,722",84,97,93,101,99,97,99,100,100,87,81,80,212,94,95,101,102,"3,069",293,279,276,280,274,274,280,277,279,279,278,"4,907",968,881,991,128,954,985,13,4,6,3,5,27,"21,980"
26-Mar-07,"4,451","3,422","2,388","1,963","1,751",86,102,92,102,100,97,100,101,102,91,80,81,217,98,100,101,101,"3,072",293,281,276,279,274,276,280,277,279,279,278,"4,891",969,881,986,128,953,974,13,4,6,3,5,4,"21,960"
27-Mar-07,"4,476","3,457","2,391","1,959","1,758",88,102,90,102,101,100,100,102,102,91,80,81,217,102,99,101,100,"3,071",293,278,278,280,271,276,275,280,280,280,280,"4,888",965,882,991,128,953,969,13,4,6,3,5,7,"22,025"
