Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,469",58,350,"3,282","1,973","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,710"
28-Nov-14,"3,156","2,224",34,84,"2,617","1,515","1,103",77,52,58,53,48,47,47,53,51,68,82,51,181,90,54,40,51,"4,220",300,360,263,300,262,265,257,259,330,254,276,269,282,264,279,"4,323",0,"1,178","1,000","1,292",853,6,3,3,0,0,0,"19,282"
29-Nov-14,"3,151","2,224",34,84,"2,615","1,511","1,103",77,52,58,53,48,47,47,53,51,68,82,51,181,90,54,40,51,"4,220",300,360,263,300,261,265,256,259,330,254,275,269,282,264,282,"4,320",0,"1,176",999,"1,292",853,6,3,3,0,0,0,"19,268"
,"3,151","2,220",34,84,"2,614","1,511","1,103",77,52,58,53,48,47,47,53,51,68,82,51,181,90,54,40,51,"4,218",299,360,263,300,261,265,256,259,330,254,274,269,282,264,282,"4,319",0,"1,176",999,"1,291",853,6,3,3,0,0,0,"19,260"
30-Nov-14 Avg Population,"3,142","2,245",35,97,"2,713","1,510","1,086",84,51,52,51,45,46,44,52,53,65,83,54,178,93,51,41,44,"4,227",298,359,262,299,264,263,256,262,332,255,277,274,275,265,286,"4,316",0,"1,186",999,"1,284",847,7,3,3,1,0,0,"19,379"
