Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,256","1,668","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,363",300,294,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,442"
28-Jan-12,"3,210","3,155","3,094","2,155","1,311",34,74,81,73,76,78,71,79,93,74,49,47,172,81,81,64,84,"4,205",294,292,274,288,274,277,272,273,335,279,273,279,224,276,295,"4,125",0,"1,309",998,941,877,13,6,3,4,0,34,"21,302"
29-Jan-12,"3,208","3,153","3,094","2,155","1,310",33,74,81,73,76,78,71,79,93,74,49,47,172,81,81,64,84,"4,204",294,292,273,288,274,277,272,273,335,279,273,279,224,276,295,"4,125",0,"1,309",998,941,877,13,6,3,4,0,35,"21,297"
30-Jan-12,"3,238","2,979","3,146","2,169","1,353",83,64,76,74,88,83,69,74,83,78,48,44,179,87,75,66,82,"4,253",298,293,277,297,279,280,274,277,338,280,280,279,224,279,298,"4,167",0,"1,319","1,000",966,882,13,6,3,4,0,9,"21,327"
31-Jan-12,"3,239","3,038","3,148","2,134","1,349",91,57,83,71,88,85,69,74,80,73,48,44,177,87,74,66,82,"4,265",298,293,279,296,278,280,274,280,339,280,277,279,233,279,300,"4,161",0,"1,317",999,964,881,13,6,3,4,0,10,"21,357"
Avg Population,"3,207","3,070","3,140","1,993","1,395",74,78,78,76,82,83,73,85,88,76,49,53,181,87,83,66,84,"4,213",298,287,273,292,278,279,273,277,328,280,278,280,230,262,299,"4,274",91,"1,319",998,981,886,11,4,3,4,1,21,"21,325"
