date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,816","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,691"
19-Oct-12,"3,378","3,333","3,187","2,263","1,489",91,73,79,78,70,65,74,81,91,71,89,85,239,93,77,42,91,"4,345",299,369,279,300,278,279,274,277,339,280,279,279,234,281,298,"4,175",0,"1,190",999,"1,082",904,12,3,5,4,0,25,"22,207"
20-Oct-12,"3,375","3,334","3,184","2,263","1,483",91,73,77,78,69,65,74,81,90,70,89,84,239,93,77,42,91,"4,342",299,369,279,300,278,279,274,276,339,280,279,279,234,279,298,"4,173",0,"1,189",999,"1,081",904,12,3,5,4,0,26,"22,192"
21-Oct-12,"3,371","3,332","3,182","2,263","1,483",91,73,77,78,69,65,74,82,90,70,89,84,239,93,76,42,91,"4,339",299,369,279,300,278,279,274,276,339,280,278,279,234,277,298,"4,172",0,"1,188",999,"1,081",904,12,3,5,4,0,26,"22,180"
22-Oct-12,"3,355","3,308","3,187","2,282","1,492",91,74,74,78,72,65,72,82,93,72,89,84,239,98,76,40,93,"4,347",299,369,278,300,279,279,274,279,340,280,278,280,234,278,300,"4,195",0,"1,184",999,"1,109",903,12,3,5,4,0,9,"22,187"
23-Oct-12,"3,356","3,323","3,187","2,264","1,486",91,74,74,77,72,65,70,81,88,70,88,83,239,94,75,52,93,"4,357",298,369,277,300,280,280,274,280,339,280,280,280,240,280,300,"4,220",0,"1,175",999,"1,140",906,14,5,5,4,0,7,"22,214"
24-Oct-12,"3,380","3,300","3,186","2,287","1,489",92,73,71,74,74,65,70,80,88,70,88,83,242,100,79,50,90,"4,355",299,369,277,299,280,280,274,280,339,280,280,279,240,279,300,"4,220",0,"1,174","1,000","1,140",906,13,4,5,4,0,6,"22,236"
25-Oct-12,"3,379","3,283","3,193","2,299","1,498",92,73,70,78,73,68,70,80,88,72,91,83,243,101,77,51,88,"4,354",299,368,278,298,280,280,274,281,339,280,280,279,239,279,300,"4,224",0,"1,173",999,"1,147",905,13,4,5,4,0,6,"22,249"
26-Oct-12,"3,366","3,300","3,195","2,297","1,465",91,71,67,76,71,65,67,77,87,72,90,77,239,101,74,46,94,"4,358",298,367,280,300,280,279,274,281,339,280,280,279,241,280,300,"4,229",0,"1,178","1,000","1,146",905,13,4,5,4,0,45,"22,268"
27-Oct-12,"3,364","3,298","3,192","2,297","1,461",91,70,67,76,71,65,67,77,87,72,89,76,239,101,73,46,94,"4,354",298,367,280,300,279,279,274,280,339,280,279,278,241,280,300,"4,225",0,"1,176","1,000","1,144",905,13,4,5,4,0,45,"22,249"
