date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,534","3,381","2,404","1,744","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,082",294,280,280,280,274,274,280,280,280,280,280,"5,100",972,"1,000","1,000",128,"1,000","1,000",16,6,6,4,6,,"22,083"
10-Jan-07,"4,530","3,368","2,286","1,860","1,728",92,100,95,100,101,98,98,99,97,92,86,75,204,92,100,98,101,"3,054",290,277,277,279,270,273,279,277,279,275,278,"4,849",967,855,992,128,942,965,12,3,6,3,5,3,"21,695"
11-Jan-07,"4,517","3,360","2,280","1,908","1,725",91,100,94,100,101,98,97,99,96,92,86,75,205,92,100,98,101,"3,050",290,277,276,279,269,272,279,277,278,275,278,"4,841",963,855,992,127,942,962,12,3,6,3,5,5,"21,703"
12-Jan-07,"4,513","3,327","2,281","1,922","1,601",81,91,87,90,94,92,90,94,84,85,77,73,202,85,97,89,90,"3,060",292,278,278,279,270,273,279,279,277,275,280,"4,854",965,855,995,128,950,961,10,2,6,2,5,125,"21,698"
13-Jan-07,"4,506","3,334","2,278","1,922","1,599",81,91,87,90,94,91,90,94,84,85,77,73,202,85,97,88,90,"3,056",291,278,278,279,269,273,278,278,277,275,280,"4,846",963,853,993,128,949,960,10,2,6,2,5,125,"21,681"
14-Jan-07,"4,504","3,335","2,276","1,922","1,600",81,91,87,90,94,92,91,94,83,85,77,73,202,85,97,88,90,"3,054",291,278,278,279,269,272,278,277,277,275,280,"4,844",963,853,992,128,949,959,10,2,6,2,5,123,"21,673"
15-Jan-07,"4,502","3,331","2,274","1,924","1,710",90,98,94,98,98,98,95,99,89,92,85,83,208,91,101,95,96,"3,049",291,276,278,279,268,272,277,277,276,275,280,"4,843",963,853,992,128,948,959,12,3,6,3,5,8,"21,658"
16-Jan-07,"4,497","3,345","2,263","1,902","1,737",90,92,95,102,98,101,99,98,96,90,89,91,206,99,101,95,95,"3,050",291,276,278,279,271,272,276,277,275,275,280,"4,844",962,853,991,128,946,964,12,3,6,3,5,8,"21,663"
17-Jan-07,"4,492","3,368","2,287","1,880","1,731",90,93,94,102,99,98,96,102,94,90,90,90,206,99,101,92,95,"3,046",291,275,278,278,271,272,275,276,275,275,280,"4,851",968,854,993,128,945,963,12,3,6,3,5,9,"21,681"
18-Jan-07,"4,487","3,393","2,299","1,866","1,725",91,93,94,102,99,96,96,102,93,88,90,89,208,100,99,91,94,"3,056",293,279,278,279,275,272,275,277,275,273,280,"4,845",971,854,993,128,946,953,12,3,6,3,5,10,"21,698"
