Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,872","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,681"
28-Jul-13,"3,374","3,347",36,"3,354","2,199","1,458",89,72,65,72,87,78,63,73,84,75,93,86,239,102,68,56,56,"4,425",297,367,280,300,278,280,274,280,354,279,280,277,299,279,301,"4,369",0,"1,147",999,"1,325",898,12,5,3,4,0,0,"22,574"
29-Jul-13,"3,370","3,350",36,"3,252","2,198","1,468",89,73,66,72,89,78,67,75,82,76,93,87,237,102,68,57,57,"4,432",297,366,280,300,280,280,274,280,355,281,280,280,299,279,301,"4,388",0,"1,166",998,"1,326",898,12,5,3,4,0,0,"22,506"
30-Jul-13,"3,382","3,334",36,"3,256","2,185","1,463",89,71,64,74,88,78,66,72,82,79,93,88,237,102,67,56,57,"4,434",300,366,279,300,280,280,274,280,355,280,280,280,299,280,301,"4,405",0,"1,185",998,"1,325",897,14,5,5,4,0,0,"22,509"
31-Jul-13,"3,385","3,346",36,"3,253","2,172","1,460",89,72,63,74,88,75,65,72,82,79,93,93,233,102,67,54,59,"4,420",300,367,279,297,280,279,274,273,355,280,280,280,298,278,300,"4,406",0,"1,191",997,"1,321",897,14,5,5,4,0,0,"22,492"
Avg Population,"3,383","3,383",35,"3,241","2,291","1,479",90,72,69,69,87,80,65,75,86,76,92,88,235,99,74,62,58,"4,426",299,368,279,299,279,280,274,279,354,280,280,279,298,279,299,"4,322",0,"1,131",997,"1,301",892,11,4,4,3,0,0,"22,570"
