Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,662","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,988"
1-Apr-08,"4,231","3,659","3,123","1,928","1,759",92,97,94,101,81,98,90,98,102,91,91,87,247,100,101,97,92,"3,081",293,278,279,280,274,280,280,280,278,280,279,"4,805",970,889,996,0,953,997,13,5,4,4,5,4,"22,608"
2-Apr-08,"4,215","3,692","3,130","1,924","1,754",92,97,93,101,81,97,90,100,101,90,91,87,246,100,100,96,92,"3,085",294,280,279,280,274,280,279,280,280,280,279,"4,815",969,890,"1,000",0,959,997,13,5,4,4,5,3,"22,636"
3-Apr-08,"4,209","3,706","3,134","1,943","1,755",92,96,93,101,80,97,90,100,100,90,91,88,250,100,101,94,92,"3,085",293,280,280,280,275,279,280,280,280,279,279,"4,811",968,892,"1,000",0,955,996,13,5,4,4,5,6,"22,667"
4-Apr-08,"4,201","3,726","3,096","1,999","1,744",91,94,92,102,83,99,87,100,95,88,88,88,245,99,99,92,102,"3,085",294,279,280,280,275,280,280,280,280,279,278,"4,806",965,893,"1,000",0,954,994,13,5,5,3,5,30,"22,705"
5-Apr-08,"4,196","3,720","3,096","1,999","1,742",91,94,92,102,82,99,87,100,94,88,88,88,245,99,99,92,102,"3,079",292,279,279,279,275,279,280,280,280,279,277,"4,802",964,892,"1,000",0,953,993,13,5,5,3,5,32,"22,684"
6-Apr-08,"4,195","3,721","3,095","1,999","1,742",91,94,93,102,82,99,87,100,94,88,88,87,245,99,99,92,102,"3,076",292,279,279,279,274,278,280,280,279,279,277,"4,802",964,892,"1,000",0,953,993,13,5,5,3,5,31,"22,679"
7-Apr-08,"4,202","3,701","3,104","1,965","1,757",91,94,92,102,84,102,86,100,100,89,89,87,248,98,102,94,99,"3,080",292,279,278,280,277,280,280,279,278,278,279,"4,808",970,893,999,0,952,994,13,5,5,3,5,11,"22,646"
8-Apr-08,"4,194","3,701","3,118","1,969","1,752",91,94,93,102,81,102,86,100,101,88,87,87,249,98,102,93,98,"3,081",294,279,277,280,277,280,279,280,278,278,279,"4,817",971,892,999,0,955,"1,000",13,5,5,3,5,6,"22,656"
9-Apr-08,"4,202","3,694","3,135","1,968","1,737",90,93,91,102,81,101,85,101,101,88,87,86,246,97,100,91,97,"3,076",293,279,278,280,276,278,280,280,277,279,276,"4,818",970,894,"1,000",0,955,999,13,5,5,3,5,7,"22,655"
