date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,492","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,138",294,280,280,280,274,280,330,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,560"
1-Jun-10,"3,548","3,257","3,134","1,492","1,581",77,72,79,80,74,78,93,74,99,91,85,78,236,100,84,90,91,"2,522",231,224,221,224,218,224,284,225,224,224,223,"5,304",900,"1,357",902,"1,195",950,8,3,3,2,6,9,"20,861"
2-Jun-10,"3,526","3,262","3,133","1,507","1,582",77,72,79,79,75,78,92,74,99,91,85,80,235,99,80,92,95,"2,522",230,223,223,224,218,224,284,224,223,225,224,"5,307",898,"1,357",900,"1,200",952,8,3,3,2,6,10,"20,863"
3-Jun-10,"3,534","3,236","3,138","1,503","1,588",76,84,79,77,75,78,92,74,100,91,84,81,234,99,79,91,94,"2,528",234,223,223,224,219,224,284,224,223,225,225,"5,307",901,"1,359",897,"1,200",950,8,3,3,2,6,7,"20,855"
4-Jun-10,"3,520","3,215","3,150","1,503","1,574",71,83,77,74,72,79,96,72,97,88,85,85,236,98,80,91,90,"2,530",234,223,224,224,221,224,281,225,224,225,225,"5,301",901,"1,370",900,"1,177",953,8,3,3,2,6,53,"20,860"
5-Jun-10,"3,517","3,211","3,145","1,503","1,573",71,83,76,74,72,79,96,72,97,88,85,85,236,98,80,91,90,"2,525",234,223,224,224,219,224,280,225,224,223,225,"5,299",901,"1,369",900,"1,176",953,8,3,3,2,6,54,"20,841"
6-Jun-10,"3,517","3,209","3,145","1,503","1,571",70,83,76,74,72,79,96,71,97,88,85,85,236,98,80,91,90,"2,525",234,223,224,224,219,224,280,225,224,223,225,"5,298",901,"1,368",900,"1,176",953,8,3,3,2,6,53,"20,835"
7-Jun-10,"3,516","3,222","3,154","1,515","1,609",73,83,75,80,72,83,98,74,99,92,88,85,239,102,83,93,90,"2,529",234,223,223,224,218,224,285,225,224,224,225,"5,297",901,"1,371",899,"1,175",951,8,3,3,2,6,8,"20,864"
8-Jun-10,"3,510","3,209","3,162","1,525","1,575",69,81,71,78,72,83,96,75,96,89,88,85,235,100,79,92,86,"2,527",233,224,224,223,217,223,286,224,224,224,225,"5,297",901,"1,368",895,"1,181",952,8,3,3,2,6,11,"20,830"
9-Jun-10,"3,501","3,227","3,174","1,539","1,571",69,81,70,78,72,83,96,75,96,85,89,84,236,96,78,92,91,"2,531",233,224,224,224,218,224,285,225,224,224,226,"5,296",900,"1,367",899,"1,180",950,7,2,3,2,6,10,"20,862"
