Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,627","3,665","3,204","1,777","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"24,203"
19-Mar-09,"4,113","3,561","3,092","1,661","1,770",90,98,93,102,100,99,98,92,100,87,87,86,252,97,94,98,97,"2,921",280,264,265,265,259,265,266,262,265,266,264,"5,437",950,"1,344",981,"1,187",975,11,4,4,3,6,19,"22,591"
20-Mar-09,"4,111","3,554","3,074","1,691","1,710",86,93,89,102,97,93,90,90,98,84,83,78,247,96,89,96,99,"2,919",280,264,264,267,259,265,265,260,265,265,265,"5,433",951,"1,341",980,"1,184",977,11,4,4,3,6,62,"22,571"
21-Mar-09,"4,108","3,552","3,075","1,691","1,707",86,93,89,102,97,93,90,90,98,83,82,78,247,95,89,96,99,"2,917",280,264,264,267,259,264,264,260,265,265,265,"5,431",951,"1,340",980,"1,184",976,11,4,4,3,6,64,"22,562"
22-Mar-09,"4,105","3,553","3,072","1,691","1,705",86,93,89,102,97,93,90,90,98,83,82,78,247,94,89,95,99,"2,917",280,264,264,267,259,264,264,260,265,265,265,"5,430",950,"1,340",980,"1,184",976,11,4,4,3,6,62,"22,552"
23-Mar-09,"4,096","3,542","3,081","1,706","1,752",89,98,91,101,98,98,96,93,99,85,85,83,255,95,90,95,101,"2,922",280,266,264,266,259,264,266,262,266,265,264,"5,435",952,"1,340",984,"1,182",977,11,4,4,3,6,10,"22,561"
24-Mar-09,"4,086","3,538","3,091","1,712","1,759",89,97,91,101,99,98,95,93,99,85,87,83,254,95,94,99,100,"2,931",280,266,265,266,260,265,266,266,266,266,265,"5,434",954,"1,339",983,"1,183",975,11,4,4,3,6,14,"22,582"
25-Mar-09,"4,088","3,559","3,097","1,701","1,765",88,97,91,101,98,102,93,96,97,85,87,84,254,102,94,97,99,"2,929",280,266,266,266,259,265,266,266,266,265,264,"5,439",954,"1,341",983,"1,189",972,11,5,4,2,6,13,"22,608"
26-Mar-09,"4,082","3,535","3,096","1,715","1,775",88,94,91,101,97,101,100,96,96,85,85,84,255,102,101,100,99,"2,929",280,266,266,266,258,265,266,266,266,265,265,"5,440",953,"1,343",982,"1,191",971,11,5,4,2,6,11,"22,600"
27-Mar-09,"4,098","3,541","3,095","1,726","1,730",88,90,86,99,97,99,99,92,93,84,83,73,254,101,99,96,97,"2,924",280,266,266,266,258,261,266,266,266,266,263,"5,455",955,"1,346",982,"1,200",972,11,5,4,2,6,33,"22,619"
